Student_ID,Extracurricular_Activity,Weekly_Hours
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Sports,9
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Art,1
ccc56569-f9e8-4369-a999-b735dd56cc94,Press club,7
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Art,1
ecab3301-bc8f-4d29-adea-94930658663a,Literature club,1
696608aa-ee49-4329-884a-7b28550a1b46,Drama,10
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Sports,6
28c13091-444d-410b-bf87-e362cf8d446a,Sports,1
61ee411a-1bac-47a7-b386-f7a4c991603f,Sports,4
787f2425-dbcc-4477-89e9-db0adf465290,Literature club,8
eb1fa9f2-d10b-41d0-b317-347038f16a81,Literature club,2
d20eac17-4e20-4d1a-9983-36e375d66ed4,Debate Club,3
39118497-3a43-42ba-9f0f-06cbcb9bc326,Literature club,8
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Press club,1
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Drama,8
59e4b671-4774-4c58-85f8-bc16f7860b50,Jet club,5
adf4e62d-6651-429e-8268-690ba43825b5,Drama,7
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Jet club,5
e08596db-1d87-4966-8710-d430f071d879,Art,1
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Jet club,7
09cb3942-43f5-4a85-bbc9-f87af668a617,Literature club,6
587ef344-6f3f-420c-98b8-e4cc1bc044fc,Debate Club,5
6fb78271-504d-481f-8953-5b63ba81edd9,Literature club,1
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Press club,9
30a900ad-939b-462d-a645-f129629c2ae3,Art,8
6fa17735-b572-43d0-8b5c-ea6a41357e8c,Drama,6
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Press club,4
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Drama,1
3270e4fa-abae-4f43-bcae-8081bdf070aa,Sports,5
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Art,8
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Debate Club,3
1fe771d6-d917-4793-a9d3-c2e6505cc686,Debate Club,4
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Literature club,3
5380b904-688c-4015-aab9-7e494f2d4796,Jet club,10
8dedf9fb-4bb0-4f20-b27c-40266703b636,Drama,5
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Literature club,4
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Art,1
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Press club,9
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Drama,6
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Literature club,4
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Drama,8
7118e364-7709-4749-927e-ecfaa79ac9aa,Art,5
82dc4c8e-36b5-429a-acf5-e81e71316269,Jet club,4
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Art,5
a8aa7158-2b70-4525-bc67-f831cbc84759,Jet club,9
a9f25336-83f4-49a9-88a6-39d015b52908,Drama,2
17e8392a-55ce-45db-9e87-e04ca2086977,Sports,5
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Debate Club,3
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Jet club,7
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Jet club,3
9c7c7377-79a2-4903-bbe3-3b243eae0032,Drama,4
74962764-12a4-4ef0-84bb-b7a9d98868dd,Debate Club,8
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Drama,4
624c69b6-b244-45a7-b7e5-848131c681ec,Sports,3
25c73c44-3e75-43b4-a64f-a6637e8f8095,Debate Club,10
e4855aa1-016b-4287-b008-05cca7f36ae9,Art,4
e2add909-c521-4f2d-9c45-d539c03f3538,Sports,1
3805f907-6cd6-4193-8746-8f591b494e15,Literature club,2
b227462c-f53d-4330-8dda-24ba2d06e8cf,Sports,4
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Literature club,9
1f115b76-d92c-4227-aadf-50853fcb7546,Sports,2
76f2dbfe-cd29-436f-a222-82e174daaebf,Art,7
8f15ba58-fce6-4504-87f8-424daae65fc1,Drama,6
c1581092-f335-4ba3-913a-7052986f9025,Art,1
d0a44432-9cd6-4852-b14c-7df4e4347d51,Art,2
6d3ee1dc-8139-4443-a45b-712eb8225688,Art,3
722764e6-8c41-461b-a827-a1b9d4a02e53,Press club,3
dc8aee30-be60-43f7-a8be-9288e5af6e39,Press club,9
c074718e-425a-409f-b337-c59979844388,Debate Club,4
46fde062-a33d-47af-9701-410d3f4b1a70,Drama,5
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Sports,3
709b7d97-464c-44af-bd3f-3799a07295e9,Press club,1
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Literature club,9
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Sports,8
269cd696-236c-4b87-94a0-bccb8a476a87,Art,10
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Literature club,7
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Press club,10
7746d0ba-8ae8-405b-94b4-a48268586eba,Literature club,2
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Art,3
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Drama,3
05000bc6-b20d-4b6e-b231-1f1795863a76,Press club,9
9360715f-c3fe-4183-a172-b725db52ca58,Sports,8
f1578470-0182-47c4-ba1b-58066160a6b4,Sports,7
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,Art,9
d5f25073-f414-42b1-a442-9ebbda7b9095,Jet club,4
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Sports,2
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,Press club,4
45df16b6-382c-443f-bcfc-9b793875394c,Sports,8
638c254c-076e-4bba-bc53-08bf6f92f25e,Jet club,3
cc530e36-addc-4e13-ab3b-4d37560c95ee,Sports,10
d72b6108-2a40-4f12-b963-f37f67814c1f,Press club,9
fb10987f-20ac-4703-ab67-146a77a6e17c,Drama,10
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Drama,5
a9ba5a27-907b-4e36-9786-48f864de82e6,Art,3
6db99102-a48b-4dbe-957d-94a106f028ff,Art,10
2e85cb21-7631-4e9d-9de9-f86322bd3388,Drama,1
53cd6268-610c-4373-8299-9aa40cdf742b,Literature club,3
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Jet club,5
473bd358-610e-4a64-a130-1617c2dff335,Art,6
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Press club,1
78660765-14f7-4e8d-95bc-b8d04094dded,Sports,2
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Debate Club,2
39669fa7-5997-4043-b3b1-025bfff9f585,Art,10
f510ab53-c7fe-439f-9190-f938a66fd7f7,Art,2
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Debate Club,5
d6d7b3b8-3309-4d35-bf4d-f561f319c125,Debate Club,3
3d114802-2702-478b-9f0f-da8d05379ff6,Literature club,2
1d48a071-ab61-47b1-b93b-4c3220500494,Debate Club,3
770c7798-37cc-463b-b2a0-345990604f62,Drama,1
5e6fea07-c453-4f1d-8199-2fdfb31022f0,Debate Club,2
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Art,9
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Debate Club,7
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Jet club,7
edcb8cb6-0692-4c63-9424-aed51bac5c15,Literature club,7
e87466d7-ad66-41bd-9367-6a024fdc6e1b,Sports,4
f1043785-658b-4523-a014-1de9f54ad0a2,Jet club,10
9793b9b4-1374-4146-b2c5-bd89b70b3420,Sports,3
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Sports,4
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Literature club,10
ce3714af-99b4-4350-af2b-99b4d9acd158,Art,3
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Drama,9
8861fe18-58e2-4888-8a83-81bec85aca46,Debate Club,5
11a72609-5edd-4bbf-a959-76636daa2e68,Drama,5
033d2bce-575a-4d2c-a5c5-650c8186a576,Sports,5
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Jet club,7
5cb85aed-f5f6-4c97-aefb-63b11b049863,Press club,6
75b17a55-d426-4982-a43e-4288a2b5b498,Press club,9
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Sports,6
a6846099-f729-4951-8591-31d2bbda0242,Art,10
eb6c1016-cee6-44d0-9dac-6e8345241ea6,Drama,1
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Art,9
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Sports,10
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Debate Club,10
4767d76c-162f-4a24-af43-613cd4aac9a3,Sports,10
c01f36bf-3e6d-458b-b367-c28de1b294de,Sports,5
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Art,5
7e8adee7-0758-4201-961e-16d16105716b,Jet club,4
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Literature club,10
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Drama,4
989d9d4a-e15c-4666-8797-b2c957207246,Press club,5
8e485223-46b9-4991-a14e-b70db380c73a,Art,6
30e912f2-f2b4-4abf-8441-aefd0299436a,Literature club,4
680bac63-b856-4035-bdc9-829015eabb27,Literature club,8
3d85de89-c217-4429-8e20-07247d137018,Press club,10
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,Sports,2
046a0df5-cafd-4613-b2bb-912d7da67785,Jet club,2
6786d506-38ba-4abc-8b53-05e517d2582e,Drama,9
a9f948b2-4e63-44bb-be49-3f43b118f68d,Literature club,3
8db06746-7927-4973-9e78-1fd794e0d3ba,Art,10
ff233d5f-6ced-415d-9800-7c0287ea7ff5,Press club,5
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Drama,1
4e7ed827-455a-4762-b428-a656b3ee4d3b,Art,2
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,Press club,9
be2d740a-1e9b-43bc-90c7-c006314d3441,Press club,6
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Press club,5
bd1531c8-3764-4bda-b108-d4482f65fafa,Sports,8
96ef2ad6-b97e-4703-86c8-adfe7bf47042,Sports,5
98c7472a-864e-4a13-829c-fc0cfa02eaec,Debate Club,10
d52721e7-19bc-443e-bb02-bebb48729a4d,Drama,10
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Jet club,10
b540b30e-039f-4a25-8d61-68bd2defe193,Press club,4
0ba6eab9-4639-447b-a067-bdac88bd13d1,Debate Club,2
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Literature club,4
a34b6cf6-2053-4a42-b1af-db65b289f224,Literature club,9
1a432f0a-7daa-49f0-80b6-fce2de53790a,Drama,7
48ca7651-92f5-4f7b-8323-d342df6a8f93,Drama,9
5738811d-70c2-403f-ba8d-03aa782a65e0,Press club,7
40a26c60-0d27-4659-b72a-da9b2f32751e,Drama,2
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Art,9
7de31a51-6694-4343-90ba-58e3d2762bdc,Jet club,3
afbb411a-a123-4a8c-93b7-a88612f70c97,Press club,8
cfa701cd-2631-400b-a6d7-94d30db95301,Press club,7
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Sports,5
8edddfcd-1e52-4770-bf89-7142fe716b14,Press club,3
989bc4da-9b37-422b-aa8a-616fc3b290d0,Drama,4
c693da11-39c6-41ca-9e50-aa42ca6dfda1,Drama,4
e893be3d-7354-4a6f-a160-745985c7504b,Drama,7
96a9954f-dc33-41f9-8c1f-55ab715629ee,Press club,10
9191b363-4e2d-4645-adc7-cac7fd72b050,Press club,9
f5c9b047-9c10-4572-8f6b-40d09efba58b,Jet club,6
c342bd2b-f295-456e-9967-5f06bd767e35,Literature club,9
43bfd931-3605-4f54-a021-c0ca3531968d,Press club,8
3d67cde9-2834-44c0-94c8-b3b4a911d192,Literature club,9
2812859a-1337-439e-8d4f-5d272c7f0b79,Press club,4
b07aa066-7354-45ea-a894-9b8d00af5b3a,Art,3
085b15fb-4a8f-4810-b84c-2f29980402a2,Press club,10
48603b32-b4fb-4eb9-89c1-3de73b4206c5,Press club,8
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Drama,7
43b9da13-ec85-4f37-bbc1-a987aff8754d,Art,2
96fc734d-a003-4d28-8a8f-3653c9af18f8,Sports,3
32a447b2-ef04-457d-8dcc-c33aa9434aa0,Drama,9
398d1ca6-8b68-40b5-9d61-fac36cd5e859,Drama,4
44007d5a-e88d-4719-a624-2b40a5cb63a2,Literature club,3
0f44704f-1247-4a4e-a469-98e8d39e198b,Literature club,6
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Art,9
ebd34616-91b7-4d8e-9301-6989bfbbb17f,Drama,4
77fc9703-1fd5-4423-b06c-5c5649e2623d,Art,3
670acc5c-b321-4f21-8dd8-eb85b04d3376,Press club,1
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Press club,4
9918ee46-1497-4658-b010-f7197e695d0d,Drama,3
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,Sports,9
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Literature club,10
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Art,9
964db03f-9340-4fad-9c4a-d56bd6016237,Press club,1
c3c75611-ffe3-4a49-854f-92fff366bad4,Jet club,7
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Debate Club,9
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Sports,8
7135f221-a6c9-437f-84da-d06a7872bdeb,Drama,2
ff37d19c-2e76-428b-8735-44f9ea83bf00,Press club,2
d0725b5c-a281-4044-af96-288295d82980,Sports,5
785299f4-175b-498d-b814-01027de1bdfe,Jet club,6
5230dfbd-5553-42fe-a889-803e5913f9d3,Art,7
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Drama,4
7ed70ed7-b194-490b-a961-929e546e035a,Literature club,4
668409e3-f1f8-443e-a99f-131849c8a43f,Debate Club,10
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Art,1
409d3602-5084-4242-968b-1625746f7891,Press club,10
c5c5b37a-f85e-46a1-9dad-09b252c21221,Press club,7
d32e6dcd-83bc-4478-9d6a-c7b86778043b,Sports,5
de8ede0b-a85c-4e4a-804b-6fabfcf56188,Press club,8
0de051a6-69ca-47d2-b644-14fd8ae769ed,Jet club,2
9f64eeed-5c9d-427d-84b8-71bb300568d2,Drama,3
71299889-a01a-4992-bf9d-3e64c1a6423b,Drama,5
445dcc38-341c-4494-8d36-6dfcc28ebd70,Debate Club,8
49bc473f-ed7b-4656-a18a-15368c99a894,Jet club,7
7c16128d-b2c0-4394-a17f-29e170286046,Literature club,10
a14923c2-f920-464c-8763-fcd01f15c7b6,Press club,1
b5b453ca-3d42-493c-8c9f-d3349bdf0377,Literature club,5
03802b70-8d03-491e-8f8d-5238288b78b5,Debate Club,2
3985fb62-17dc-4eff-a872-13f98d605936,Literature club,4
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Literature club,1
a5d04d53-1e12-42e3-b272-92b6762172ed,Press club,1
eec259dc-7f95-497c-a76a-a6ced50755d9,Literature club,3
b495db4e-8245-4fb4-8ab7-706eb77350ca,Sports,8
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,Debate Club,6
74eff545-3e65-4603-b8e3-654bfaf14ff0,Drama,5
30cbd755-6232-417a-a507-41818d1fb540,Debate Club,10
bf0d073d-821c-4336-9970-cf60ebff8d15,Sports,2
11df12d7-dd30-4e89-a2f2-35f2e11b868d,Drama,4
dabac50d-ca3d-4859-85ce-099c46b82659,Drama,2
c9a7d91f-ef2a-4713-9702-10496a39aaa6,Art,5
00a81de9-d20f-47d0-8465-6d6b81fb18b3,Art,9
d664d264-4c6e-47ff-b9de-7a3a486822b9,Press club,3
a8f1e091-ffb8-402d-9475-dbc996418ced,Literature club,4
7250ee18-260a-4962-9d81-b7f57d5911c6,Jet club,1
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Press club,10
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Press club,7
de9e3757-5260-401e-aecf-67d2749176f4,Literature club,5
3d225c30-b28f-41de-bb14-0bc3304b8590,Sports,3
db23aa8c-3bca-4f85-a20a-60ac9261549d,Jet club,6
517400f8-0b2c-482a-a928-8e92c68a152f,Literature club,10
e9d68f23-b489-4070-b914-f8a8bea4ff31,Drama,4
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Sports,10
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Literature club,6
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Jet club,3
f72169bb-8096-4718-a051-acef097a1e10,Literature club,4
19b17e80-dea4-4e17-94fd-9ad39716108e,Debate Club,5
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Press club,3
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Sports,3
def57689-68f4-4bce-a4e7-5e8eb8f21423,Press club,9
1327f1bc-2784-478f-b84f-16b3a79fbfaf,Jet club,5
43d88870-f81d-4aa1-8812-0a8e78308930,Drama,7
65c17795-b155-46bc-9f8d-ed9756abf2f1,Debate Club,4
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,Jet club,3
889b78d5-dbfd-497e-aca2-b148da330aa1,Literature club,3
a075e927-5110-4492-b442-7e0b61484bb3,Art,10
7cea2045-c268-483e-a32f-2e63b7fddd71,Debate Club,1
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Debate Club,7
af34cf65-a193-44b2-bc19-e71d118405ad,Sports,8
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,Drama,3
fa745761-6f18-4108-9723-199dbf2c14a0,Press club,1
b4323070-a23d-4c2f-82a7-96891933918c,Literature club,2
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Sports,9
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Sports,2
0e5dd462-cbd0-4ef2-930a-37df0bc61066,Jet club,3
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,Debate Club,10
697c3923-87fa-441a-be83-b91f25440fe0,Debate Club,3
2e183554-cae2-4e66-ae8a-781390e0a95b,Drama,2
9c07a751-1437-4509-acd1-586a2b840c67,Sports,2
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,Sports,2
9549c931-e9af-499d-bf67-1eec3da70577,Jet club,2
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,Sports,7
aab612c9-415d-474a-b5a6-69814104a8b5,Drama,1
771ad655-cdfc-4ee0-a61e-de900267deb3,Sports,8
8beddb12-ad77-482f-89a2-3a89e6b5a92c,Literature club,2
f1faf665-7115-43f3-92e8-9d1028711733,Sports,7
4c955f6a-966b-4964-bcd6-bdca5876fd09,Sports,10
b0b862ef-6c9f-42b9-b647-8986a3917c99,Debate Club,2
4d57d880-d865-469a-b4f3-310340066ff2,Debate Club,7
da743152-627b-41a1-bfd6-f23232ffe294,Sports,10
61a11729-3cb9-4350-9b4d-a0fe7bb38605,Jet club,1
4bbe4aff-9326-4ffd-9be4-bf5192698698,Debate Club,1
059dd55d-4b94-4e30-b303-f438fe2110d0,Drama,5
6553867d-a881-4fd3-947d-577bfa5a91ca,Drama,9
dd750e98-90e0-495f-8212-b554464458b4,Art,6
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,Drama,9
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,Debate Club,9
e726be23-e776-4886-9534-ee1d7f2984f5,Press club,7
3ae909fe-cc82-48da-8696-f5e64944051b,Jet club,1
3810ae66-5a31-44cc-8d4b-69a99b689c88,Literature club,7
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,Sports,6
c478f6f1-b88e-4318-816d-83edad81f8bd,Press club,7
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,Drama,5
a0a11839-e745-4704-98df-bc3ca0d4de3d,Debate Club,8
c9e26074-4f16-49a0-8a17-991ea5769411,Literature club,9
5d678bb1-945e-42e4-888a-93ec70d9c9f8,Literature club,5
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,Literature club,4
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,Jet club,1
c958e75e-21d5-4971-b367-49b52cf6bf75,Art,4
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,Press club,5
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,Press club,8
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,Debate Club,9
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,Drama,2
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,Literature club,8
77e490c7-1d7b-4313-8de2-2f1c56b60afc,Art,8
c1101266-2408-46dc-9346-d1a9f6802cdb,Drama,1
ad238d36-dc32-4c97-b9c1-e262f76c8ede,Jet club,3
65bcc272-fadd-4ea3-aca5-e2fdb966442a,Literature club,9
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Art,10
6502d6a2-ca6a-4224-971e-16cc5da36f1b,Jet club,3
1fa382e8-895c-4d99-83b3-8eb403902c5d,Sports,10
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,Sports,7
618ae305-95a5-4afa-831d-029fac1e86d8,Debate Club,6
5f18e583-f0b6-483f-a377-f6f1d289f0ab,Sports,4
78b2b549-3bdb-409e-acc2-16a01bbc91f7,Debate Club,4
f1738856-e25d-46eb-9e9a-9f83066803ee,Jet club,3
9c2e58de-ea4e-4617-93f8-382b8fb864e4,Press club,9
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Jet club,8
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Debate Club,7
1dde7969-6886-43db-a634-8e784d5c55c7,Art,4
0986bbeb-f23e-423d-8b9b-d93423c86d30,Press club,7
1dba1267-7e1c-45a1-bef5-18a64dead645,Sports,6
899ca782-e323-4d1a-bc1b-dacc18e19331,Jet club,1
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Drama,6
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,Drama,9
965befdf-6b4b-4411-8a4a-0e2df22b5b98,Art,5
e2aa7a5d-278e-400d-ba02-66efbe055787,Debate Club,9
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,Art,5
f065c817-687a-4850-9d9b-62317d45d8ef,Art,6
b0b63bcf-0860-4833-879d-0cdaf396ea37,Drama,6
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,Press club,5
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,Literature club,1
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,Art,9
a5135ea0-fa53-434d-a6d5-901d8b621d41,Art,5
46a02a9b-65ec-4acd-8f80-35f55bd20c98,Sports,9
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,Drama,8
1777e8cb-7468-4b98-92fe-2fded918b3e5,Sports,6
a3b5cece-a446-4e72-b64c-911aa9ab364a,Drama,3
0cf2b69b-0577-4ea9-b899-924698de8ebb,Art,5
fd235def-3e5a-47e3-9560-db22c96b5edb,Press club,1
