Student_ID,Government,Literature,Economics,CRK/Islam,Average_Score,Grade
33fd862d-4057-4470-be61-27a80351b09d,53,82,94,65,73.5,A
324bcc3d-9a77-41a2-bd0b-0fa28beef83f,89,99,57,88,83.25,A
13106665-aec2-4b19-bbc3-98d82d6bc882,56,85,52,68,65.25,B
77617d80-549f-434c-8171-f5a74148bd11,63,82,58,64,66.75,B
8cd74c27-929a-4586-8a37-6c367d94bf10,82,90,54,52,69.5,B
cbd431cc-ea7a-4c21-a1a1-a29c5228ed8d,100,66,50,61,69.25,B
4be318a8-0b39-4ccf-bc9f-3bc37210045a,54,54,60,94,65.5,B
f8bca9ac-2ada-42ce-9890-99c9f2be029f,82,64,63,60,67.25,B
12767d13-f093-4776-9116-d014a5850828,66,64,52,88,67.5,B
e9366a85-3a46-4be3-9255-a4de9330ba83,62,67,51,51,57.75,C
63b664f4-0452-4779-90ff-de646edaba8c,85,62,87,72,76.5,A
bef6a59a-c186-4221-9030-56b79e4c24dd,84,89,69,99,85.25,A
61a451ff-700b-4b43-ad3b-9d13c3e90323,66,66,51,64,61.75,B
4c4d6e40-24e2-426c-a250-d133f5cb5be4,66,82,55,53,64.0,B
929daf9f-0149-42af-8ab1-a5041f8c56e0,60,71,77,97,76.25,A
54e14f3a-bba4-4ae0-adf8-f7672261ddef,62,89,72,97,80.0,A
1bdc74a9-8d3a-4d76-bcaa-281b4e336644,64,64,56,97,70.25,A
e4610160-134d-495a-ba38-8c8f139309d1,74,63,55,73,66.25,B
c4ea4ece-67b6-4467-9432-d79794f6c67a,56,75,87,95,78.25,A
8a284792-ffac-4645-a4dc-43068b20ce3e,91,55,87,64,74.25,A
0a58f43c-5bda-4655-b06d-ca247bc6e121,70,73,55,70,67.0,B
a2317211-8578-41c6-b7eb-c69ab4280f0d,87,53,53,53,61.5,B
4067f790-8444-4504-93ed-280ad5e14d1f,79,95,83,76,83.25,A
585409d9-de22-4c3f-9136-6db15a578607,55,78,68,62,65.75,B
9a1e0036-5cba-4496-a848-92402fd90ce1,85,100,62,74,80.25,A
1d03c3d5-b862-4cc3-9489-9c37cfa9026b,53,52,78,79,65.5,B
e40b50e4-0a08-4989-833c-8f55a1298fa2,92,83,79,69,80.75,A
7b4e9ecd-de07-47b1-b8ae-8d5dfe268e77,88,59,54,77,69.5,B
ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,81,79,80,62,75.5,A
9b02c535-2649-4478-9396-6f0a6b77af9e,54,96,73,76,74.75,A
6bb1f2bc-85a4-40cb-ae76-936aa6340d1a,95,75,50,58,69.5,B
e8fb5a96-3b85-46e1-840f-54057a25ed81,87,81,75,80,80.75,A
6001f54d-01d7-4831-850f-1cdc1e2a03f1,79,79,54,56,67.0,B
9ca4364d-5d9a-49f1-908e-3a956c6e8796,53,89,89,57,72.0,A
3ad24ac8-bf70-4042-9e7c-6795a8c6c2df,50,69,57,99,68.75,B
639c4c6c-2926-405d-8d53-551ab4f02f6f,67,97,81,67,78.0,A
5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,56,91,83,83,78.25,A
66414954-c798-4445-86a3-cc71ff2f6883,60,91,95,74,80.0,A
953b0f1f-ea3e-472a-8f22-1604d46b7756,64,64,87,83,74.5,A
8f026c2c-1b41-4999-8198-d1f56839f98f,88,81,66,58,73.25,A
61f6dfbe-114b-4c79-8200-79f51dc3c26e,57,79,93,98,81.75,A
2db13deb-ee6f-4bea-8df7-164713769ff9,71,94,91,84,85.0,A
7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,71,94,91,86,85.5,A
5f06bc76-7b77-4e71-9917-38f80ad1c18c,93,55,100,82,82.5,A
4654e77d-de67-4278-9313-b3a7e5a1c6e4,51,90,57,92,72.5,A
20d4ba18-93a0-4478-800b-19de38db128d,82,66,78,81,76.75,A
84a91789-b2c0-47e8-9ed0-72e9f9fc6034,59,87,94,64,76.0,A
19ca9c1b-94bc-447a-a122-318935f3de4a,50,53,82,60,61.25,B
cdd8af09-451b-4267-b887-5caf1991103f,89,94,96,89,92.0,A
bd1116ee-f58a-47c7-8ccf-4130255603d4,87,92,90,68,84.25,A
e4ad5e9b-fedd-42d9-a26c-bc6a7fe5a4b6,62,100,99,86,86.75,A
3728ddc2-0f5e-4b47-a9d0-c613b0c77002,65,86,100,97,87.0,A
42803aa0-55ac-4d06-be9d-a9517329af6e,57,64,52,95,67.0,B
696929b2-0513-4da8-9819-93cc41f9994a,50,74,95,60,69.75,B
9cc05b67-a19b-424a-abfc-2a47565f1491,83,85,69,72,77.25,A
e33fc52c-4570-43e4-a53c-8f74a5076897,87,56,87,80,77.5,A
73461e07-f72c-46c8-855c-0a9796405fcd,60,75,57,73,66.25,B
74e0079a-98fb-4727-9740-b2122d5245f4,76,58,58,86,69.5,B
88a613b4-a3b8-4f92-a3c9-0c6a86017633,61,51,95,57,66.0,B
98d53cf5-4afc-49e8-8c47-6b726e310234,72,91,54,69,71.5,A
44d18524-cf0e-4567-882d-7fc1be3074f8,81,69,56,76,70.5,A
3799a376-7e5b-4ac9-83c5-01fe269334ef,86,89,87,67,82.25,A
b26a51a5-76b4-4672-9f13-e10bff7a884d,69,73,99,97,84.5,A
4439940d-0e58-4770-a566-0316f39ef1be,57,83,64,79,70.75,A
62821d61-3fbb-4f57-b6f5-6f1cc4a531cd,86,77,95,60,79.5,A
0d559b64-e334-4bac-9c44-ebd132df8d45,66,85,90,76,79.25,A
f80590f0-0249-4a09-be3b-1a40ca0553a2,78,63,56,81,69.5,B
f83b1806-ee4c-4b18-96a2-d49d9e5f8273,75,52,85,58,67.5,B
1b7e0502-ca9d-4831-894e-7397b38a3db1,88,50,69,51,64.5,B
58e9d0aa-c1b6-4dd4-a507-84cbc9df301e,89,89,92,78,87.0,A
b972393a-5bb0-4d76-a0b5-7717b072afc8,60,94,57,83,73.5,A
87f89f62-11a1-4557-a90c-44148df50b01,79,78,60,73,72.5,A
c6a28e4e-002f-4ca4-b43e-85315dfb1922,88,90,97,60,83.75,A
5d340833-db59-4a19-9ea6-ed4a04cad30a,80,67,82,94,80.75,A
310dc9d1-7c41-4a2a-9b67-f7bb33bb7382,85,80,53,61,69.75,B
d2705470-6a7b-48b1-a3f3-42a8f030bfd4,94,82,93,98,91.75,A
bbfb1b71-0a68-4eb8-876d-e8c5440c7e5b,64,82,80,95,80.25,A
19e9e3a4-18dc-4eb6-84fc-fcb0f5e90352,68,51,92,89,75.0,A
c42b266b-1b02-4a24-bf00-f56c6a4989a6,73,86,89,76,81.0,A
698f546d-5f29-4290-9848-5a54531c8812,81,96,65,53,73.75,A
8bae295e-902a-405c-bd9f-fe599bc0fa93,88,71,95,98,88.0,A
042c65ad-9883-49b1-88d3-d2cefba3091f,61,62,56,73,63.0,B
b2a0f778-809d-4444-93ab-3cce264ae04f,77,75,55,56,65.75,B
c0ba22a4-7213-47cc-b896-17fa6493f5ef,100,51,64,69,71.0,A
25e42403-64f2-402e-894f-6ed34a2f3876,51,96,69,51,66.75,B
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,99,97,68,65,82.25,A
7b1dbca3-2286-43f8-8314-96ea2160446e,85,89,81,56,77.75,A
ff408dcc-9db1-47f9-8fa8-ae3432339053,87,52,91,74,76.0,A
ec993c80-0b7d-4856-b0c2-360025545c1a,67,61,98,70,74.0,A
789fed96-7337-4c2f-8e1c-37621c7cb6ed,93,94,64,74,81.25,A
c017466e-85f4-40a2-8be2-7516342c5348,53,63,56,68,60.0,B
ab132032-b2e1-4f66-b1f0-2ea8242f5829,71,89,68,81,77.25,A
f1f71605-a79e-4626-b707-ac0e0d96feb3,78,99,73,89,84.75,A
5c375254-a8fc-4690-a9b1-c4a1da221b85,54,80,60,99,73.25,A
fad3b44c-3b2d-4dc9-a2f3-2faea63fcf12,69,54,61,80,66.0,B
98dbf732-dde4-4194-bc12-d19850c1b8f7,79,84,84,100,86.75,A
fef97d57-3c77-4a4a-8d65-4036a00f230b,70,58,51,92,67.75,B
631d9c8b-e0f0-4e79-81f7-4651a033edad,88,85,60,51,71.0,A
39bfc9b6-47ba-48aa-b2f9-4b2c8e10814f,77,82,69,56,71.0,A
854dc3bf-61d8-4365-bada-0c941679bbe0,57,70,74,70,67.75,B
92a97acd-3d88-4938-aad6-5b8c3a38b844,88,98,74,52,78.0,A
21bbd183-8acf-44d6-b2fc-c072544c0132,65,88,93,89,83.75,A
e8b45c6a-fee5-43b3-ae18-b184229fe85b,66,92,96,71,81.25,A
2540fbfe-e12f-46cd-96ea-f269514e1353,70,91,74,79,78.5,A
26e6a84a-4617-4161-bd03-d33beee9795e,84,68,89,62,75.75,A
