Student_ID,Time_ID,Math_Score,Science_Score,English_Score,Social_Studies_Score,Physical_Education_Score,Library_Hours_Week,Teacher_Hours_Week,Weekly_Activity_Hours
2332a50e-6992-496e-81a2-5ed1c3abb5f1,13,40,48,92,67,98,9,27,5
2332a50e-6992-496e-81a2-5ed1c3abb5f1,25,44,92,60,51,88,9,19,5
74bd0c93-8177-4661-b7fe-032c02571851,13,66,95,46,92,92,6,16,3
74bd0c93-8177-4661-b7fe-032c02571851,25,83,83,49,61,53,5,10,3
a8c6dbc0-7bb3-447b-a9aa-144b9dd43675,13,69,42,88,58,98,5,29,5
a8c6dbc0-7bb3-447b-a9aa-144b9dd43675,25,48,73,86,52,84,3,17,5
892621df-4655-48b7-b8e1-9f568787ea21,13,74,89,45,47,68,10,18,0
892621df-4655-48b7-b8e1-9f568787ea21,25,42,84,44,68,77,4,29,0
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,13,41,87,62,86,50,3,17,9
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,25,41,74,41,65,66,10,6,9
9ea9f508-3122-4592-bdb0-2235261e2555,13,45,50,88,57,78,2,14,1
9ea9f508-3122-4592-bdb0-2235261e2555,25,51,91,87,47,41,6,18,1
f5948a54-5f80-4eeb-943a-9aff659b0105,13,49,40,57,84,43,2,9,2
f5948a54-5f80-4eeb-943a-9aff659b0105,25,47,96,54,77,79,1,19,2
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,13,76,78,61,48,47,6,15,7
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,25,87,41,85,66,46,10,9,7
67c0518b-17ef-4621-881c-79d4c27437eb,13,73,76,68,69,79,10,9,4
67c0518b-17ef-4621-881c-79d4c27437eb,25,90,97,54,97,98,9,26,4
152aeaec-2bdf-4b41-b3ed-a8f1026b5383,13,54,40,83,54,81,8,15,0
152aeaec-2bdf-4b41-b3ed-a8f1026b5383,25,69,92,64,54,75,5,23,0
eb4d8f42-8735-40a2-a511-09611869a217,13,100,75,82,77,69,1,30,1
eb4d8f42-8735-40a2-a511-09611869a217,25,84,85,94,100,75,1,5,1
45667c48-79ba-430a-9118-c400e336c243,13,90,97,43,43,47,7,15,5
45667c48-79ba-430a-9118-c400e336c243,25,79,81,45,80,87,8,30,5
a879d8f8-9042-4eb7-8b04-0f53e63949d4,13,51,43,62,41,68,3,16,9
a879d8f8-9042-4eb7-8b04-0f53e63949d4,25,83,62,55,72,40,9,23,9
24e9bcfd-9647-4f9f-b508-507af622d842,13,57,83,46,82,74,7,14,4
24e9bcfd-9647-4f9f-b508-507af622d842,25,53,54,60,88,83,3,24,4
905f9096-2996-46e2-8c9d-690713b22cec,13,61,51,98,70,72,3,20,0
905f9096-2996-46e2-8c9d-690713b22cec,25,75,84,56,40,58,1,18,0
6243bed7-54ec-4f33-8a62-4cbde582b678,13,40,73,48,49,73,10,5,10
6243bed7-54ec-4f33-8a62-4cbde582b678,25,87,71,46,45,84,7,10,10
bed63da0-8033-45c2-9413-d64db962c8a7,13,92,52,54,50,40,10,15,0
bed63da0-8033-45c2-9413-d64db962c8a7,25,90,98,75,86,78,5,25,0
9aec56a8-5731-4609-9375-ee90d6b361e4,13,88,85,89,46,42,1,21,6
9aec56a8-5731-4609-9375-ee90d6b361e4,25,61,49,81,68,89,6,26,6
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,13,49,46,61,79,95,5,13,2
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,25,44,71,98,75,42,3,14,2
601bfbcb-f0ee-4cce-8d93-e14a5b167158,13,87,95,49,98,42,6,27,6
601bfbcb-f0ee-4cce-8d93-e14a5b167158,25,54,69,65,88,65,3,18,6
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,13,73,54,72,41,97,5,17,10
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,25,78,53,76,58,81,2,25,10
c8ad0899-b630-494d-a147-adeb277b0667,13,74,47,53,95,55,6,22,3
c8ad0899-b630-494d-a147-adeb277b0667,25,59,88,66,98,65,9,6,3
f165d779-0154-4950-976d-e21f1b46ebdc,13,99,60,79,85,91,9,12,0
f165d779-0154-4950-976d-e21f1b46ebdc,25,46,52,100,56,93,8,12,0
6e54ac6d-2ff8-487e-9659-1c8921ebfaa9,13,79,79,68,44,49,8,9,0
6e54ac6d-2ff8-487e-9659-1c8921ebfaa9,25,83,80,44,62,93,8,19,0
8de1596c-5a9a-406a-96f1-42a206b919aa,13,66,42,54,74,44,9,17,8
8de1596c-5a9a-406a-96f1-42a206b919aa,25,87,49,97,54,96,6,7,8
69ef74e3-4ab6-421c-8328-c136629ef3d8,13,90,45,43,47,77,6,12,0
69ef74e3-4ab6-421c-8328-c136629ef3d8,25,66,64,65,47,49,4,29,0
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,13,88,64,86,49,65,1,29,3
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,25,59,42,72,75,52,4,16,3
44b64ec1-4d16-4049-84d7-df9a238b05b7,13,64,49,44,89,100,9,30,7
44b64ec1-4d16-4049-84d7-df9a238b05b7,25,55,79,40,57,73,3,29,7
5c72aebd-13b1-4e59-885c-d7147bf69552,13,50,55,84,54,49,3,23,7
5c72aebd-13b1-4e59-885c-d7147bf69552,25,88,98,57,74,89,9,14,7
75366b9f-320f-42c0-9dde-01889803b22e,13,95,67,92,84,90,10,11,2
75366b9f-320f-42c0-9dde-01889803b22e,25,60,56,54,53,41,1,30,2
614077d3-9ec4-4a48-9773-f98d550c2fe9,13,60,76,53,87,42,4,18,4
614077d3-9ec4-4a48-9773-f98d550c2fe9,25,49,40,68,66,67,5,10,4
a6aa59e5-dc08-4f29-92d3-3488d0c30018,13,95,57,98,63,44,6,21,6
a6aa59e5-dc08-4f29-92d3-3488d0c30018,25,80,80,63,77,81,3,25,6
7aa061e9-336b-40cb-b1fe-ad13f280df1d,13,63,87,96,78,46,9,22,10
7aa061e9-336b-40cb-b1fe-ad13f280df1d,25,45,70,54,73,72,4,8,10
a205e54f-b1e8-409d-bc20-b9f24a9c589e,13,45,59,64,52,75,6,18,5
a205e54f-b1e8-409d-bc20-b9f24a9c589e,25,53,49,71,44,92,1,6,5
5d71a898-6497-4593-892e-8c93d105c8d6,13,67,54,52,81,75,1,21,2
5d71a898-6497-4593-892e-8c93d105c8d6,25,65,76,53,84,81,8,12,2
c4829b71-ae84-481c-ae0f-b5b38bae591e,13,91,56,68,77,67,6,16,4
c4829b71-ae84-481c-ae0f-b5b38bae591e,25,63,84,57,50,62,3,26,4
cc351e4f-703e-457f-b5ab-8466b5578b00,13,88,100,78,88,44,9,5,0
cc351e4f-703e-457f-b5ab-8466b5578b00,25,70,81,55,43,61,1,27,0
ac484366-68bd-40d7-8b88-1c32cbb02a8b,13,95,74,78,76,70,1,5,7
ac484366-68bd-40d7-8b88-1c32cbb02a8b,25,52,66,76,50,50,10,20,7
72f60958-12ef-4101-a082-786fca00ef58,13,53,60,92,62,80,10,30,6
72f60958-12ef-4101-a082-786fca00ef58,25,53,94,90,88,50,3,15,6
6b15c11b-b113-450b-9ea0-50c6eb9ed274,13,45,41,72,65,95,8,30,2
6b15c11b-b113-450b-9ea0-50c6eb9ed274,25,97,76,57,71,63,3,12,2
98049562-8972-4bbd-8ff2-b1c4e53f9644,13,85,50,72,55,84,1,7,3
98049562-8972-4bbd-8ff2-b1c4e53f9644,25,100,41,56,100,61,5,6,3
2a9528c3-5ae1-4bad-aa29-60fda85894df,13,53,65,100,82,71,5,13,3
2a9528c3-5ae1-4bad-aa29-60fda85894df,25,66,40,70,81,78,6,12,3
f780ef2f-664d-4922-a590-fd3cad6ecc57,13,62,95,69,62,76,4,29,1
f780ef2f-664d-4922-a590-fd3cad6ecc57,25,70,88,79,65,62,10,12,1
38d5101f-423c-4d9d-993e-478302b34254,13,94,41,71,79,95,10,27,8
38d5101f-423c-4d9d-993e-478302b34254,25,79,51,99,62,62,6,15,8
5fc64cd0-721e-4b1f-b895-89399342a09f,13,70,65,49,64,64,5,11,9
5fc64cd0-721e-4b1f-b895-89399342a09f,25,76,48,55,59,59,7,14,9
ff69723d-584f-485b-a697-384d801e8690,13,93,97,61,96,92,1,20,3
ff69723d-584f-485b-a697-384d801e8690,25,45,98,82,95,56,3,13,3
d4d13d55-1db6-4844-95fa-9483f633cc2d,13,64,84,96,82,92,8,10,6
d4d13d55-1db6-4844-95fa-9483f633cc2d,25,87,70,79,91,90,2,19,6
8567c805-34f5-41c0-88c5-eb2a7490adeb,13,80,94,66,91,68,1,11,1
8567c805-34f5-41c0-88c5-eb2a7490adeb,25,94,70,94,91,40,9,10,1
0b705933-4cde-4b6b-9132-567c51a40d2a,13,56,97,76,47,93,2,21,4
0b705933-4cde-4b6b-9132-567c51a40d2a,25,56,55,57,45,47,4,9,4
ccd015c1-ad59-40dd-9bff-3142a5e15b55,13,78,73,67,65,99,6,8,4
ccd015c1-ad59-40dd-9bff-3142a5e15b55,25,71,44,99,65,52,10,12,4
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,13,81,41,64,65,55,8,29,8
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,25,80,98,67,41,76,7,30,8
2fb70dab-2f38-4b43-a137-f8e467b13040,13,68,49,44,48,82,5,25,3
2fb70dab-2f38-4b43-a137-f8e467b13040,25,50,91,46,60,41,7,9,3
7317591a-3283-4aa4-a212-ab7c9d361cb6,13,100,60,70,82,80,3,10,3
7317591a-3283-4aa4-a212-ab7c9d361cb6,25,67,90,50,73,78,2,6,3
b4299924-c098-4750-8741-9b4834ae4abd,13,98,88,78,62,92,4,6,7
b4299924-c098-4750-8741-9b4834ae4abd,25,100,40,75,90,62,7,30,7
5da49cb9-2fdc-4992-8971-8eeadf3a098a,13,81,51,100,41,94,6,15,7
5da49cb9-2fdc-4992-8971-8eeadf3a098a,25,56,48,70,71,80,8,26,7
f7464c02-8718-44c1-bd4e-d26edcd5bfae,13,49,94,82,96,77,10,23,0
f7464c02-8718-44c1-bd4e-d26edcd5bfae,25,71,47,99,71,51,2,24,0
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,13,66,80,58,89,58,2,11,5
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,25,47,48,100,83,63,5,15,5
eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,13,71,53,79,46,72,10,21,10
eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,25,68,47,79,67,72,2,13,10
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,13,62,54,100,53,87,6,9,6
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,25,97,49,98,88,66,6,12,6
93267d25-234b-4562-98af-5cca6b11b7cb,13,69,58,99,54,100,2,30,8
93267d25-234b-4562-98af-5cca6b11b7cb,25,79,60,100,45,60,6,10,8
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,13,61,95,56,95,40,10,21,7
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,25,73,49,40,93,46,4,9,7
dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,13,80,42,74,95,53,2,22,0
dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,25,74,41,63,43,60,6,19,0
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,13,75,70,65,77,81,6,22,3
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,25,86,70,61,40,42,3,13,3
71a0449d-d703-462f-b5cb-e3f56a66c184,13,61,62,73,77,97,7,14,0
71a0449d-d703-462f-b5cb-e3f56a66c184,25,97,89,56,47,92,3,17,0
398f569b-465c-42cb-885e-b4894ac66780,13,94,62,54,91,44,7,18,0
398f569b-465c-42cb-885e-b4894ac66780,25,41,58,52,90,86,4,15,0
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,13,86,40,63,60,43,7,13,7
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,25,94,69,45,65,66,9,30,7
fdab3441-d2c2-4960-8b09-01abc66dceb3,13,64,82,95,78,72,6,7,7
fdab3441-d2c2-4960-8b09-01abc66dceb3,25,54,43,67,86,92,4,24,7
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,13,53,44,43,43,56,3,30,9
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,25,62,71,45,86,43,4,9,9
0840405a-ffd2-4491-9ff3-89aa4c36a70c,13,95,41,53,67,65,1,5,0
0840405a-ffd2-4491-9ff3-89aa4c36a70c,25,80,83,71,90,93,2,23,0
1e0d02b5-fe74-42cd-9d83-ad037066e289,13,56,42,85,56,94,9,8,5
1e0d02b5-fe74-42cd-9d83-ad037066e289,25,59,48,77,45,74,7,11,5
dc6dafff-59c2-4153-b06b-0f0c96822e22,13,46,85,87,42,63,10,21,3
dc6dafff-59c2-4153-b06b-0f0c96822e22,25,48,86,66,100,87,2,11,3
d0437e4c-34e5-4699-88eb-e27a23a4e70e,13,63,66,40,83,52,1,29,2
d0437e4c-34e5-4699-88eb-e27a23a4e70e,25,62,79,80,98,54,7,19,2
2b1ac76c-89ec-4c51-98cb-aa5247f53019,13,50,67,74,80,71,10,16,9
2b1ac76c-89ec-4c51-98cb-aa5247f53019,25,69,94,87,41,56,9,26,9
83b0b35c-dba6-4df8-b3d0-4ffb44709848,13,59,89,73,57,89,9,18,1
83b0b35c-dba6-4df8-b3d0-4ffb44709848,25,65,57,79,89,55,10,27,1
0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,13,94,40,89,94,86,9,23,4
0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,25,76,43,58,65,52,4,12,4
5274ee11-b61d-4906-a570-35db3fead90a,13,71,40,98,42,42,8,12,0
5274ee11-b61d-4906-a570-35db3fead90a,25,85,95,53,62,58,3,10,0
a1e518a2-93d2-48d4-a465-5c397d4d2add,13,84,40,40,68,63,6,7,7
a1e518a2-93d2-48d4-a465-5c397d4d2add,25,97,78,87,76,46,7,15,7
c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,13,58,92,94,98,78,5,15,10
c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,25,53,61,50,60,42,6,28,10
7466ef02-5e7b-42c8-a097-dedbefb3b939,13,76,73,89,47,45,10,25,6
7466ef02-5e7b-42c8-a097-dedbefb3b939,25,43,78,62,69,72,9,30,6
17d821b8-bb93-4d40-98df-f535c62dbaea,13,42,54,88,75,80,2,9,0
17d821b8-bb93-4d40-98df-f535c62dbaea,25,65,100,42,75,63,10,25,0
cbb18c79-1036-408d-99a0-90075bb47c18,13,90,72,88,50,79,3,18,5
cbb18c79-1036-408d-99a0-90075bb47c18,25,99,54,61,84,88,4,5,5
52a74a41-44be-4486-bea5-a387363be5cb,13,98,47,87,90,70,10,5,2
52a74a41-44be-4486-bea5-a387363be5cb,25,46,74,67,62,87,10,28,2
c9ce44bd-7c3f-4add-9a38-5db590eeb067,13,93,60,81,51,65,8,26,0
c9ce44bd-7c3f-4add-9a38-5db590eeb067,25,96,42,78,57,76,2,24,0
d6321d31-c8ac-4fcf-a04d-4d14197dbae1,13,85,79,40,46,40,6,24,8
d6321d31-c8ac-4fcf-a04d-4d14197dbae1,25,78,76,83,57,56,4,19,8
fde91c42-002c-4c22-b4de-5f7070f81dba,13,44,56,74,96,86,6,7,0
fde91c42-002c-4c22-b4de-5f7070f81dba,25,100,54,96,83,53,1,23,0
4d470ed6-a666-4769-a1d4-6f8221c50e41,13,90,67,63,56,60,5,8,0
4d470ed6-a666-4769-a1d4-6f8221c50e41,25,50,45,79,84,74,1,22,0
1519830c-4019-4303-9c45-7e4da79313b8,13,95,55,48,60,59,6,30,9
1519830c-4019-4303-9c45-7e4da79313b8,25,96,72,74,50,96,2,28,9
b9da5f8c-4e35-4a80-a027-9a186576a410,13,56,75,72,73,64,5,9,3
b9da5f8c-4e35-4a80-a027-9a186576a410,25,77,83,70,60,73,1,24,3
36a2c52b-0047-4139-985d-f528b4258e19,13,78,47,89,79,86,9,18,8
36a2c52b-0047-4139-985d-f528b4258e19,25,96,86,48,57,94,2,13,8
02106371-0260-4123-b1ef-e72aae13591e,13,68,78,67,50,76,7,12,8
02106371-0260-4123-b1ef-e72aae13591e,25,96,78,54,74,67,8,15,8
7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,13,68,63,96,42,40,3,23,4
7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,25,78,47,40,76,44,1,23,4
5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,13,77,45,74,62,66,7,28,3
5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,25,81,75,93,96,88,8,13,3
a43e558c-2215-4f00-9fdf-0e05c0cef31b,13,49,49,56,50,71,6,7,0
a43e558c-2215-4f00-9fdf-0e05c0cef31b,25,59,87,60,65,81,1,30,0
59e7703a-70aa-4b0d-aa03-8ad4a667b982,13,58,53,96,65,93,1,27,6
59e7703a-70aa-4b0d-aa03-8ad4a667b982,25,90,40,76,63,43,8,28,6
714011a1-afc2-4cfc-9db7-284b6965d1d1,13,90,93,54,71,45,7,24,7
714011a1-afc2-4cfc-9db7-284b6965d1d1,25,64,68,57,96,91,5,16,7
bae1e137-96ee-40e5-9f87-3b46c0a0473a,13,62,48,45,60,100,10,24,1
bae1e137-96ee-40e5-9f87-3b46c0a0473a,25,69,76,76,88,48,3,16,1
