Student_ID,Government,Literature,Economics,CRK/Islam,Average_Score,Grade
80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,60,50,71,98,69.75,B
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,87,82,51,85,76.25,A
1346d1a9-f680-4cdb-b7e4-90c71d7bc313,63,53,66,87,67.25,B
65bcc272-fadd-4ea3-aca5-e2fdb966442a,76,56,67,92,72.75,A
618ae305-95a5-4afa-831d-029fac1e86d8,61,52,79,93,71.25,A
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,56,54,79,79,67.0,B
8a4a0e2d-f22b-4b98-b24c-c64fbe3e6e57,63,95,97,63,79.5,A
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,58,67,65,63,63.25,B
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,61,76,100,93,82.5,A
e6d5901d-8b62-4d41-9e09-a9eeaf88bdec,70,71,50,87,69.5,B
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,80,54,51,67,63.0,B
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,51,76,62,68,64.25,B
ddcf8766-a93b-42cd-9c24-220e2cabd7e7,51,64,62,86,65.75,B
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,64,73,83,78,74.5,A
104556e5-bee3-4b79-9d18-1ee986ad8a8c,91,78,60,83,78.0,A
4d37a539-857d-43b3-a8ad-df36ddf275eb,61,99,90,91,85.25,A
b64fa54a-8c61-4654-95da-75c1a21150f9,50,54,92,65,65.25,B
6e218b09-9afd-4015-816b-cb9f7426b193,92,64,100,89,86.25,A
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,82,72,58,95,76.75,A
d3d1bf0f-56c4-48e4-a9ef-afb13a7e8e14,81,65,89,87,80.5,A
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,87,65,56,59,66.75,B
dfa4bb9f-5a85-4750-a92a-c1391f4a8ca1,78,87,87,79,82.75,A
9f294a8b-d184-4c39-8476-7556f97be2dd,84,73,51,64,68.0,B
b18753e6-d457-4ad9-a867-a096edd877c8,90,61,57,85,73.25,A
59dcabd0-56fe-4fb9-abe9-e2074f199ec0,59,65,75,54,63.25,B
bdb025ff-2451-45a4-91d0-59b26699cd99,59,51,64,68,60.5,B
74222167-6b7a-4460-a04e-46cb3712f2d1,76,91,89,54,77.5,A
14e286e5-ac89-46bc-8cbd-3c039e2aa4ac,92,74,65,73,76.0,A
372f871a-45ee-432d-aa07-f2137129cec7,83,93,74,66,79.0,A
97d7a560-adb1-4670-ad9f-b00d4882d73c,68,76,91,66,75.25,A
345512f7-01f7-47ec-8e06-30cd996d5c50,66,87,62,99,78.5,A
6de59332-9364-43d0-9024-bdc6dcb33df3,64,59,74,85,70.5,A
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,67,96,75,67,76.25,A
4187222b-257d-4e52-9a51-65ca3c7c1d85,71,75,53,90,72.25,A
ae5ec365-72eb-4474-9458-054ec2874f06,53,59,97,74,70.75,A
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,68,96,96,72,83.0,A
09a0a0f6-73b0-4091-b634-c1694f76e388,96,88,74,52,77.5,A
171dabf9-daf4-41a7-ba34-d2e8dd3f7d7e,52,76,58,61,61.75,B
9ae1a991-524f-43ff-b030-7633a6ded1d8,93,50,72,65,70.0,A
b526b22d-3f6c-41f7-8a05-37f02c2cd22b,91,52,69,61,68.25,B
eafde7d9-5f73-4a3e-9d28-6aa428a39779,94,74,68,62,74.5,A
a181c85e-ca0a-46ac-8d67-d38e990f0c5b,52,74,70,52,62.0,B
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,64,81,94,88,81.75,A
14dd5061-5557-46f8-a67e-ddcedf8f4197,91,69,87,65,78.0,A
31274148-7c7c-404e-8422-d03ef29a6339,95,60,91,52,74.5,A
c8a723e9-bfa0-46c2-809c-b50648f1096d,95,61,72,60,72.0,A
c4f9eccd-7630-48a7-b0ca-fdd8fc043f08,78,67,52,91,72.0,A
5f07c1a5-dfc6-40ce-bb07-fd31a4244f23,53,59,68,83,65.75,B
1578d709-48f9-43d0-9fea-e1e0d9e604b3,57,80,83,73,73.25,A
177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,69,91,80,99,84.75,A
6a36af18-06d3-4b93-ae33-688d597e6845,84,86,83,58,77.75,A
25637cc3-ca97-4bf5-95d5-96afa663d2cd,92,95,79,80,86.5,A
c24369e7-2387-4af6-94c3-a832b231c60b,81,87,53,52,68.25,B
3735262d-4184-4b03-84dd-7054144823f7,52,90,74,70,71.5,A
c6b33fe6-1c76-4df6-ac5a-6c93871c0884,74,81,63,70,72.0,A
9f708368-cb3c-48ca-a392-57316b79afcc,74,98,88,70,82.5,A
5c508720-f982-44e0-8603-156a15eacbcf,92,83,64,96,83.75,A
7a8104de-b205-47bb-bb16-f75776f186ab,56,84,71,77,72.0,A
f4dbca07-e506-4670-b092-947dbe4969ec,73,55,58,75,65.25,B
727716ec-59fe-4bbc-b1a3-fad2b0946d2a,83,57,66,68,68.5,B
a3b442bd-4649-4296-af58-42c3ff86cc31,57,98,96,88,84.75,A
83599af6-5d01-455f-a7fd-64c4a334058a,52,66,70,73,65.25,B
ad973b67-9b89-45cb-9942-644c248d31ec,95,92,62,58,76.75,A
5cb5e69c-5dc7-43e6-a529-64ffc74cc890,81,89,68,70,77.0,A
5ef787b8-f2e6-495f-b32e-2016add702c9,96,88,58,80,80.5,A
507b9072-65e5-4f34-9df0-6e8c878aaed9,66,95,79,87,81.75,A
848af440-7fc1-4858-afa0-d842bc55300b,75,100,68,50,73.25,A
36ee1640-723e-4466-b43b-d27f42a259a6,73,71,100,95,84.75,A
4a552ea0-8acb-4e09-8ccc-9cea109fd8ee,81,61,77,79,74.5,A
3c9abe10-238d-4f44-8ac4-d0eb3373730e,83,72,52,56,65.75,B
fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,50,93,84,98,81.25,A
20156a72-12e1-43a6-932c-ae01d2c65ee4,61,66,88,77,73.0,A
21084dd9-f75d-4e3c-848d-56502e9522d6,59,95,52,99,76.25,A
f2d3f761-0ba3-4279-94cb-056407437c3b,61,62,70,96,72.25,A
dc8a4922-5005-480f-a4c7-78a59b4e164b,95,63,60,53,67.75,B
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,98,78,80,69,81.25,A
b89bdf7f-93e3-4c35-af0a-573d53d2d56d,77,70,62,79,72.0,A
e10b1a47-7fae-4748-b781-321e83c501cb,60,73,69,80,70.5,A
3da06476-f778-4676-b50d-112e8164ceec,100,87,52,66,76.25,A
22498f66-6e51-484d-9b84-edc3d8e049de,69,89,84,75,79.25,A
0d18ab95-668c-4477-8b95-017c5dae1201,74,86,87,96,85.75,A
734a6ca3-8116-43fc-a2e7-c1a612d2fa06,80,74,74,77,76.25,A
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,100,65,91,60,79.0,A
5d986115-f05e-4efe-8ece-112856ce4b42,51,60,99,69,69.75,B
9dd2f9de-fd98-4e33-a498-abe92999bbef,79,94,78,61,78.0,A
9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,65,52,59,97,68.25,B
9293f705-0815-4147-be00-980eae441e21,98,92,76,95,90.25,A
69b7c0fa-26c4-42f6-ab35-2f85504e2687,77,100,58,69,76.0,A
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,56,53,62,65,59.0,C
ff84faef-5336-423b-8f96-468535145890,54,66,62,83,66.25,B
cdbc2c1c-a4af-47bd-ae45-5cc6b88e830f,59,93,68,50,67.5,B
b0b39015-3510-4852-b474-634949fc2cd8,93,91,69,92,86.25,A
ae62990c-19bd-4f93-b8ef-7666b7a4c719,62,80,72,89,75.75,A
4988e418-f6c3-4218-8183-6315330f8be1,78,68,82,72,75.0,A
3b72c86d-92fa-475f-a6fd-0cb116e6e5c0,56,61,91,61,67.25,B
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,79,68,72,95,78.5,A
4c636e95-025f-4543-8997-623ae0723d96,59,51,66,82,64.5,B
45d8a6ad-77d0-459e-8114-14f8d9df0d0e,69,57,82,100,77.0,A
53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,93,83,92,83,87.75,A
546252e7-f43b-4052-8459-bd6ec0f63229,92,60,85,84,80.25,A
3c7e5368-b159-4847-9c0b-9b10a757cb10,69,63,73,69,68.5,B
ec50ace4-80a5-4e65-afa2-855967c96204,91,60,83,87,80.25,A
74797b61-2737-4b52-ba6a-210722319050,86,62,99,71,79.5,A
c1e1b94a-7888-4058-a9ad-0e9b8c9aa1e9,84,84,82,61,77.75,A
98874bfe-c136-4c65-ae2a-e3413f59e4f2,88,66,61,76,72.75,A
4ee4334e-ce92-4136-ac3a-812f765e6cb5,70,57,60,85,68.0,B
22ab7752-c4db-4a62-ae13-418d68ab80ea,67,80,100,69,79.0,A
f6d22a7b-aec7-4a82-948b-4376602a4e57,85,58,55,51,62.25,B
fe2b34d8-2db0-428d-9e5e-be5459077299,78,89,95,85,86.75,A
6118433b-882c-4d1e-ac93-a7918b60c511,96,84,62,79,80.25,A
e00da49d-effa-4002-b040-413c4690fb15,81,56,51,51,59.75,C
7249f62c-0898-4462-980c-b95c19d45deb,83,55,99,95,83.0,A
705fddf5-66fa-4ca0-8b53-1932bd9419aa,65,87,60,69,70.25,A
fe54ee4b-80ff-4173-a3df-ecd70e731dd7,99,63,71,62,73.75,A
c5c51060-9911-41e7-93d5-63ae51a3ac26,88,79,53,98,79.5,A
39b02e2a-d96e-484f-bdb0-174e7938878a,67,88,100,71,81.5,A
69a53b4f-8ff8-469d-8ec0-713dea2c7a51,75,94,86,95,87.5,A
12a1fe7d-dfa5-4722-8a1f-c9df9a591974,96,62,68,73,74.75,A
3579c143-7ab9-4428-b78e-65108f10d33e,59,91,61,97,77.0,A
b2149062-3e1a-463e-aa18-d32c7a9a8ef5,71,99,93,88,87.75,A
48769153-c688-43fe-9255-5c758d55119e,61,73,97,100,82.75,A
e1fff6c0-8347-41da-9c11-ab6d42f5b3f5,80,52,62,76,67.5,B
340029c3-ea11-405b-91fa-cefad6f89f7a,88,75,58,63,71.0,A
32399ffb-2704-4f25-8b91-b8cb6ae66582,97,65,66,71,74.75,A
bd5609c4-a446-4663-b93b-17fbf76d15fd,59,97,71,69,74.0,A
2f1dc121-7d02-4c6d-8bea-75c1b86677aa,93,61,79,66,74.75,A
2332a50e-6992-496e-81a2-5ed1c3abb5f1,57,92,91,63,75.75,A
74bd0c93-8177-4661-b7fe-032c02571851,85,52,57,56,62.5,B
a8c6dbc0-7bb3-447b-a9aa-144b9dd43675,99,53,65,85,75.5,A
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,69,73,85,97,81.0,A
9ea9f508-3122-4592-bdb0-2235261e2555,99,53,97,67,79.0,A
f5948a54-5f80-4eeb-943a-9aff659b0105,98,79,52,92,80.25,A
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,82,94,71,61,77.0,A
67c0518b-17ef-4621-881c-79d4c27437eb,70,85,66,67,72.0,A
152aeaec-2bdf-4b41-b3ed-a8f1026b5383,56,63,63,88,67.5,B
45667c48-79ba-430a-9118-c400e336c243,87,92,57,92,82.0,A
6243bed7-54ec-4f33-8a62-4cbde582b678,89,91,79,85,86.0,A
9aec56a8-5731-4609-9375-ee90d6b361e4,51,71,77,75,68.5,B
601bfbcb-f0ee-4cce-8d93-e14a5b167158,68,87,61,64,70.0,A
8de1596c-5a9a-406a-96f1-42a206b919aa,92,77,82,81,83.0,A
69ef74e3-4ab6-421c-8328-c136629ef3d8,63,56,50,65,58.5,C
75366b9f-320f-42c0-9dde-01889803b22e,55,89,60,98,75.5,A
614077d3-9ec4-4a48-9773-f98d550c2fe9,51,68,79,73,67.75,B
7aa061e9-336b-40cb-b1fe-ad13f280df1d,82,55,79,94,77.5,A
a205e54f-b1e8-409d-bc20-b9f24a9c589e,67,99,82,52,75.0,A
5d71a898-6497-4593-892e-8c93d105c8d6,50,87,91,72,75.0,A
c4829b71-ae84-481c-ae0f-b5b38bae591e,52,57,89,77,68.75,B
6b15c11b-b113-450b-9ea0-50c6eb9ed274,62,93,77,63,73.75,A
98049562-8972-4bbd-8ff2-b1c4e53f9644,64,55,95,50,66.0,B
f780ef2f-664d-4922-a590-fd3cad6ecc57,91,90,72,84,84.25,A
38d5101f-423c-4d9d-993e-478302b34254,79,54,98,70,75.25,A
ff69723d-584f-485b-a697-384d801e8690,77,52,100,90,79.75,A
2fb70dab-2f38-4b43-a137-f8e467b13040,99,84,62,67,78.0,A
7317591a-3283-4aa4-a212-ab7c9d361cb6,85,91,88,98,90.5,A
5da49cb9-2fdc-4992-8971-8eeadf3a098a,85,66,95,96,85.5,A
eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,64,89,83,73,77.25,A
93267d25-234b-4562-98af-5cca6b11b7cb,89,50,65,86,72.5,A
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,62,52,64,82,65.0,B
dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,66,87,55,64,68.0,B
71a0449d-d703-462f-b5cb-e3f56a66c184,54,81,74,74,70.75,A
398f569b-465c-42cb-885e-b4894ac66780,74,69,91,67,75.25,A
fdab3441-d2c2-4960-8b09-01abc66dceb3,96,72,97,83,87.0,A
0840405a-ffd2-4491-9ff3-89aa4c36a70c,76,66,73,96,77.75,A
1e0d02b5-fe74-42cd-9d83-ad037066e289,69,89,63,83,76.0,A
2b1ac76c-89ec-4c51-98cb-aa5247f53019,99,51,54,83,71.75,A
0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,74,82,98,82,84.0,A
5274ee11-b61d-4906-a570-35db3fead90a,53,66,93,93,76.25,A
a1e518a2-93d2-48d4-a465-5c397d4d2add,80,78,91,62,77.75,A
17d821b8-bb93-4d40-98df-f535c62dbaea,56,85,55,61,64.25,B
cbb18c79-1036-408d-99a0-90075bb47c18,86,51,93,77,76.75,A
4d470ed6-a666-4769-a1d4-6f8221c50e41,81,80,78,63,75.5,A
36a2c52b-0047-4139-985d-f528b4258e19,60,54,74,61,62.25,B
7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,62,71,79,91,75.75,A
a43e558c-2215-4f00-9fdf-0e05c0cef31b,81,97,90,81,87.25,A
59e7703a-70aa-4b0d-aa03-8ad4a667b982,53,73,90,55,67.75,B
f0f7ad22-c76a-4e0f-88f0-91f09b8b38ae,56,67,89,85,74.25,A
89a3c811-895c-4fde-a3fa-40691519fd38,68,77,75,73,73.25,A
f96c9a0a-3404-402a-abc1-bb5282e4dd4a,70,54,54,98,69.0,B
a65be22b-d5a3-46d9-8362-a810a2611b8d,89,98,71,100,89.5,A
3d175712-d8b2-4277-b413-db19bade8d5d,68,92,52,66,69.5,B
23204ff5-b538-496c-833e-02f71e93d127,79,99,73,84,83.75,A
d28fcf68-c871-47b3-8468-b74d85e3ade5,82,79,64,96,80.25,A
861b4f5b-45a0-4539-ade8-370ace9e9ebd,56,68,64,97,71.25,A
c5f8e2f8-414f-4994-a845-77805e20c957,74,55,89,50,67.0,B
eb93f78c-620a-4158-9d2d-904f78c59073,91,63,87,59,75.0,A
51e744e4-b864-4a08-aa75-752d6a8fcacb,87,74,52,70,70.75,A
e0827f76-11a5-49b4-a6a3-02d6f43e8c48,56,75,67,86,71.0,A
74ed5145-8d97-45c7-961d-5c8753c9fe59,88,69,71,74,75.5,A
34879e41-1a9c-472a-8eb9-047dba2ac3d9,58,55,60,64,59.25,C
247296a4-ff38-4918-b8f9-a45d0f554896,81,56,98,50,71.25,A
69be173a-850e-40ad-9872-f72ee5b4a1ae,52,63,85,54,63.5,B
8163b6ce-1877-4c06-94ad-625215bc2a3e,52,93,54,67,66.5,B
a995ecc3-6f5b-49a6-8ff1-c51f915cb31b,58,92,65,63,69.5,B
25f88c74-53ea-4919-9b48-62c2d5ff2a1f,88,51,78,70,71.75,A
668c879b-d2dc-42c8-b2b8-d8aa21768dd7,67,53,51,81,63.0,B
eadc9960-4242-41e2-960b-e0f495132c22,87,83,66,63,74.75,A
cf2e3296-7184-4713-a55f-65b7e709fba6,54,100,51,94,74.75,A
f1394e3c-0aee-4557-9f5d-f91254e07431,52,84,73,53,65.5,B
620d4a1f-479f-4628-9674-eb650f9c5300,57,86,95,98,84.0,A
7acc9970-5bee-4570-b69f-75c5c82ba1be,52,99,98,82,82.75,A
3b964c74-ffe6-4994-9580-4c2ac44fc4b8,87,89,96,88,90.0,A
ca8e858c-d0f8-4063-889f-e107443b1d0f,92,64,91,99,86.5,A
3c8e9d78-2d14-49f4-ac78-644fd86065a2,77,76,53,67,68.25,B
0e61065f-171b-4b80-89b7-fdf77d8d3ddd,54,76,85,59,68.5,B
1c654aa2-c63c-421d-a443-5958eacf33a9,74,80,85,98,84.25,A
a981fa54-f121-4129-b45c-9a545fa3a531,67,65,67,81,70.0,A
b509f08a-2c98-4bca-9139-7c06a630ad9d,92,79,64,87,80.5,A
aa604892-3926-42e9-9b58-eb49c9784b52,98,92,63,63,79.0,A
9c8379ae-f7b0-4805-8f0d-f860ebc92914,95,89,95,71,87.5,A
13eb22c9-bece-421a-94c7-743b2401342a,88,88,81,82,84.75,A
d2586d90-16b6-4f61-b68c-62e6e2a45909,83,55,68,70,69.0,B
e1bbb8cd-7e3a-4f07-a9fd-28e6e271fff9,62,87,96,80,81.25,A
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,84,77,58,52,67.75,B
e34f76b4-2b8c-43bf-9780-be1712fecc2b,92,57,81,55,71.25,A
5683ede0-17d5-4563-ba60-ede1e5eb772d,87,51,77,67,70.5,A
a754a29f-f143-4545-ae6b-34b907ef2ba8,99,68,52,70,72.25,A
a91cf192-43e8-444b-8a45-a905badf9397,69,97,57,76,74.75,A
7daec949-d700-4461-8cb6-b0ba925f8199,97,86,77,54,78.5,A
e516b0d4-7d35-42cc-b88f-d0cd65c06b93,67,75,81,93,79.0,A
efb56207-ddec-440b-afe3-af13891778e8,74,58,76,79,71.75,A
da9bccc1-e71c-481a-a511-e61a143665f5,74,58,91,83,76.5,A
2acb4fbd-fbff-4a7d-b2f5-b1762c41cbd3,56,95,78,57,71.5,A
aee14f87-fcff-49e3-940f-f5896c624c2c,98,70,98,99,91.25,A
8d536c75-65b9-4e94-8e6d-e263635a775d,100,82,61,60,75.75,A
910c4cb7-25f0-4b0a-a64e-f59d6a18e5af,58,81,75,53,66.75,B
dbb54645-7dda-41b6-97c4-caed47c4cc51,88,82,69,62,75.25,A
be64ac2a-f966-41a5-8cec-495b226716e3,66,93,80,62,75.25,A
16db80db-a543-448e-9adf-e9816ab19e15,99,88,89,76,88.0,A
84396fc0-c26e-4706-bc05-9799bdae8eff,63,74,56,79,68.0,B
2c7a0d31-0769-4583-9194-821ee11bf0d4,81,76,61,73,72.75,A
0cf173f9-74d9-41f5-8877-58043fde9814,73,56,53,72,63.5,B
659e0258-814f-4657-b6d7-0561d2d14ef5,50,80,82,52,66.0,B
7233d5af-9813-4da1-bd21-20ad5f59fb4d,95,69,98,92,88.5,A
39a0f145-a5ba-4050-b8aa-76dfdb6ba39b,99,95,88,81,90.75,A
f796611f-c7c1-4b1b-9d58-631b052226b9,59,90,53,98,75.0,A
cd0579e2-99e4-404c-ac56-e0cda5ba2472,62,67,83,59,67.75,B
37dc8c78-4082-4cda-b580-e4e959450186,62,89,93,51,73.75,A
01e187d8-1a31-4044-95a0-f35665abc9ff,78,71,81,71,75.25,A
a6c681b0-e472-4be5-b3c2-944ab60a3dcc,85,74,69,52,70.0,A
db7904e0-ce30-461d-8e88-c8ece651e3e1,98,55,90,72,78.75,A
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,82,99,67,98,86.5,A
5bc677ca-abff-4286-b0cf-9d73e8121ef0,57,97,99,87,85.0,A
4b356e9a-2e5e-4b6a-8ee9-581ae061f65f,52,77,72,75,69.0,B
e9a1c6d5-c34e-4baf-8f1c-b2ccceef9fa8,96,80,64,99,84.75,A
fc9476b1-a18b-4d15-9527-34077cd2192f,87,90,98,94,92.25,A
c606ddc4-c2dd-401d-b59a-15334605ec0e,70,74,76,58,69.5,B
c1c0c5e3-527c-4f50-a45a-87e8039a8ed5,88,53,61,80,70.5,A
059c1ba0-bbec-421d-b610-901c2196b3b5,72,83,92,91,84.5,A
600c9c71-0990-4647-8ac8-d87ea689d07f,52,88,57,87,71.0,A
0c472187-fea3-4d37-980b-68530c7031eb,50,60,58,97,66.25,B
af8ca888-b1f8-4ad9-b49b-508927335670,70,99,83,79,82.75,A
9f6facc1-451d-48fe-8532-fc74a9987bdf,56,100,67,86,77.25,A
9e21741f-b801-4026-82f7-38611adba8cf,53,79,100,76,77.0,A
c72850c1-3322-468b-9be7-8aec32da81f0,78,87,59,88,78.0,A
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,90,97,96,66,87.25,A
0279e2ab-0bbf-4334-a3ea-2d7fc219a845,78,97,73,55,75.75,A
f480b91e-700e-4efc-a4ff-c31a5b86ea69,57,95,58,72,70.5,A
7b90942f-973b-4977-a946-28206a80cac2,59,83,76,52,67.5,B
9c81fc46-5bcd-436c-8777-4fae613758c3,82,86,61,87,79.0,A
b9493906-939f-44eb-be5e-215ec47cc30b,62,85,70,93,77.5,A
b0309aaf-85ea-46e0-84e3-b774569adef0,63,91,58,82,73.5,A
9ce7eed1-fcdf-4961-a45e-2ad08eefa5dd,53,55,96,91,73.75,A
7eef09ab-da14-4a47-b823-51d9d94df188,74,71,78,82,76.25,A
a335b2c8-9e7b-4e95-b692-641a9aad10ce,63,82,68,65,69.5,B
57423882-f34a-4949-b4ca-0ad7abe5be96,98,57,93,100,87.0,A
c47566bf-8f66-4bbd-94fc-286f74577d47,62,71,78,69,70.0,A
7e0f60b2-2a06-4609-a599-bd3c0bb81d38,96,66,73,79,78.5,A
ac117bab-d664-4fe8-a21c-0c06ed376567,89,74,57,96,79.0,A
6ecca931-ef70-4d01-8da0-3d880c6f3051,90,93,70,59,78.0,A
9b2d5a2a-99bd-4240-a853-5961632d0302,96,62,91,84,83.25,A
b148b2a6-ea79-47e1-9be7-02abfac08fc4,60,62,92,89,75.75,A
37a3c30a-a1f0-4a7a-8db7-8572ef7db821,52,68,76,78,68.5,B
21f6c63d-ac20-4f11-abd3-3927586528e6,100,57,68,80,76.25,A
b5d9ad36-5287-464d-a30a-6658b1be6df2,85,70,89,59,75.75,A
b5caa993-aaca-4101-b153-0f689215583a,64,70,55,86,68.75,B
6c21835d-d8e8-497c-a0a2-59014932936e,61,70,98,99,82.0,A
396c357b-dd66-4071-8fd7-b1a1bd4f6118,90,98,94,75,89.25,A
b2357a3c-cc7f-4517-8bfd-4a31c8c85ad6,73,92,56,61,70.5,A
c9c1ad45-f4ea-4b97-aaa4-15b56336c815,88,94,92,86,90.0,A
33fd862d-4057-4470-be61-27a80351b09d,95,84,54,69,75.5,A
324bcc3d-9a77-41a2-bd0b-0fa28beef83f,81,74,62,65,70.5,A
13106665-aec2-4b19-bbc3-98d82d6bc882,72,56,99,91,79.5,A
