Student_ID,Biology,Physics,Chemistry,Intro. Tech,Average_Score,Grade
2051acef-097a-4e10-b6fe-bc0e7ecddbaf,77,73,89,66,76.25,A
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,74,80,68,82,76.0,A
f84f16b3-a79f-4faf-9ef5-768968f45bce,85,90,63,71,77.25,A
1723199d-bf2c-44a0-ba3c-8a71ff574e2b,74,78,67,66,71.25,A
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,71,51,66,75,65.75,B
b0b862ef-6c9f-42b9-b647-8986a3917c99,68,82,92,94,84.0,A
059dd55d-4b94-4e30-b303-f438fe2110d0,78,69,58,69,68.5,B
30ac7d7b-a2f9-43a3-b810-ae665a31b4cc,77,63,80,75,73.75,A
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,76,95,71,90,83.0,A
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,54,76,65,52,61.75,B
43b38eb4-0390-4c5d-a502-d6a2ca6a2224,86,81,98,71,84.0,A
9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,99,77,96,50,80.5,A
0b9bd934-23c8-4d30-9dde-7969688613db,74,54,97,83,77.0,A
899ca782-e323-4d1a-bc1b-dacc18e19331,92,68,76,83,79.75,A
f8999246-98de-4ebb-a3b5-cecea446be72,63,52,100,63,69.5,B
34885a46-9088-4eaf-8977-6598203c8c25,77,99,59,78,78.25,A
3ba5cd2f-dea4-4c19-9024-3d723748967f,96,80,93,56,81.25,A
38b77c07-80fb-4296-b3b6-a09b1beaf6ac,79,92,68,77,79.0,A
6d204496-66d0-4371-98e8-8ebb7a9e8eef,88,79,81,58,76.5,A
5275eb94-14ae-4f5c-a636-58c912d0498d,84,52,90,89,78.75,A
4140752c-aa44-4259-9001-8b7b6d4067f4,60,70,89,62,70.25,A
15da705c-d4ef-40aa-975a-81ec112fa612,91,96,92,82,90.25,A
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,86,94,99,87,91.5,A
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,66,81,62,91,75.0,A
47503f1d-c33a-4f6c-9d69-1fba5e187b24,76,56,93,59,71.0,A
98a21f1c-914d-4fae-b100-13a7c6deb2f0,59,78,84,100,80.25,A
1eb74b56-53ff-43a2-8a19-35014169b9fc,56,67,76,97,74.0,A
3ae88926-b423-4cde-8857-511761554667,58,61,80,81,70.0,A
bdf66ba5-dc9c-46de-a5a6-74c212738a23,65,97,67,69,74.5,A
f758dce2-0556-4aea-a7b0-32831d7c0098,63,51,83,71,67.0,B
5ca260c9-eb76-47c9-b08a-4895d4ffa666,89,50,56,80,68.75,B
1422373f-8622-48d1-a683-e10796c044d0,65,62,90,82,74.75,A
138d994c-2b0a-4edd-8774-44cb5543fc3c,99,82,70,52,75.75,A
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,59,96,84,90,82.25,A
cbdc4318-4d85-43d2-a1a2-748571348c2a,69,86,85,68,77.0,A
bd29ede9-cab4-423b-b448-83858de7ad6c,65,100,54,83,75.5,A
d65e59dd-e62d-4d06-8f9b-85581a7f195b,88,77,89,55,77.25,A
a981b098-b2cf-452d-a7f3-33b3f7baf55e,76,100,79,89,86.0,A
a4bbf962-606e-4e1c-8f15-84494f40c22f,65,76,84,66,72.75,A
ff4625af-bd20-463b-b275-b5f3d436a7a8,55,55,88,91,72.25,A
04aac1b7-5ca0-4428-822c-4d326c645c15,78,55,98,79,77.5,A
81f7f3fb-19e4-4c6a-89c2-3e69d82c7565,91,71,76,63,75.25,A
e05b46c5-5636-4094-a974-31db09a9d1c1,73,93,93,50,77.25,A
b15e54f6-d4d3-4795-ae4b-ebc429890880,67,60,52,57,59.0,C
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,54,76,53,51,58.5,C
e76adca9-7811-4802-88cc-7cfecf01f944,71,68,76,56,67.75,B
331f63fb-d11f-48c0-a97c-a4fff75d599f,91,65,71,77,76.0,A
397b5f51-5ffa-46ef-94e4-180cfe9936a3,56,91,73,59,69.75,B
a1c7cc8a-0435-4b64-893a-d23298c3e3ca,93,91,65,86,83.75,A
5a5226e6-9d64-4932-8066-853d6de299a1,64,60,97,96,79.25,A
0534a101-8ddc-4719-81f3-8dd4fd034ada,89,59,95,69,78.0,A
bf5023f4-40ef-4935-9f90-bed6fb25664d,52,90,98,50,72.5,A
1a89b71e-a0d5-42c8-a837-fe68bba205ca,90,56,86,73,76.25,A
56ab087a-8bc7-4e81-9a30-45280b599562,72,80,64,58,68.5,B
0977c513-752a-4d25-b190-1b7ec6b469ef,99,80,58,81,79.5,A
4f612217-eef1-4694-90ca-e32d0aba590e,73,98,55,100,81.5,A
a59b457f-c0d7-4c73-895f-fa8140d92bce,87,63,79,88,79.25,A
45f18619-54f9-4429-a7de-02ccdda4f4a7,97,74,50,74,73.75,A
cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,71,98,61,77,76.75,A
febec0db-9a3a-4103-ae3c-453214348f62,52,72,55,54,58.25,C
4baf0f5e-a932-4094-93f2-8f11147f6570,85,59,77,84,76.25,A
12f5131a-da52-42ee-a2bf-18f51f652a87,84,78,50,72,71.0,A
f7b217c7-ae92-4a71-8f7d-cb431679742f,73,61,53,52,59.75,C
2c913a7c-a340-4f08-b341-91b8ed6522b4,69,65,56,53,60.75,B
b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,71,87,68,50,69.0,B
20da8972-5832-4ee4-8471-b4b0ae1b9f69,58,66,73,72,67.25,B
4ddb1b36-272c-4588-84a2-576c1fc905f8,58,99,80,78,78.75,A
84d67c4f-f0df-4684-b28e-41225894f7f1,62,54,54,94,66.0,B
46426c45-8d03-417a-b4d3-75c1a29319fa,50,91,82,59,70.5,A
9780c215-2b2b-48e9-a417-c09380a8a23d,91,78,61,77,76.75,A
566e3cbe-9aea-422f-a6e9-87cab87b6384,85,100,67,56,77.0,A
9e3c5a88-6aa5-4e6d-9277-9574c4576cc3,64,80,58,94,74.0,A
4d560a3d-f4e7-469a-a454-09374a27ebf2,87,53,91,70,75.25,A
2877f5d9-0f56-45f8-b048-faa112ae5c22,88,67,93,67,78.75,A
c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,75,75,83,92,81.25,A
7318b96d-4479-4612-9f5d-988f776abf09,70,71,94,98,83.25,A
d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,54,59,54,89,64.0,B
09f64405-0b99-4034-8a4e-255280051b10,93,70,63,89,78.75,A
e4a4474c-9b33-43a4-a620-f9a974fd33d1,93,73,67,51,71.0,A
7d66971e-8847-4c56-827c-9f8cd40ac5e9,80,85,88,73,81.5,A
1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,83,62,63,54,65.5,B
a1173719-b023-40ea-9f41-e335b9aed8e4,71,68,74,92,76.25,A
b89f7039-a107-4c46-8634-17182ba6adb3,80,69,58,75,70.5,A
887b03e5-e980-4808-b5ac-824c2c55aef7,60,69,83,69,70.25,A
4c6a70f4-8ede-444d-876c-f68c3f1be0d0,77,63,92,87,79.75,A
b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,78,71,58,73,70.0,A
65001423-faeb-4d19-a550-8ea26133a34d,81,97,95,94,91.75,A
f48f709c-49a2-4441-8ac4-de854a5b1aff,83,80,94,85,85.5,A
36c7d6fa-7aa4-4052-bf51-936241a64fed,73,86,56,62,69.25,B
1bf645f6-2324-4211-8588-fc1bb2384849,80,59,82,58,69.75,B
39c59df9-87f2-45d6-a7ba-26acab7a3d1c,54,59,58,50,55.25,C
a723fb72-682b-463a-a86e-d390edd97a1a,75,98,51,56,70.0,A
c9b7c9bc-65a1-4fa9-9611-69a1ff46a6bf,82,71,81,79,78.25,A
a42d0cd7-fd35-4f6a-b450-388748d90846,68,84,95,84,82.75,A
b7f60cdf-41dc-4c60-a5f6-0735757b6b29,88,87,90,63,82.0,A
317304b5-c1dd-484a-aca5-8d95915a1c30,54,100,77,62,73.25,A
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,62,80,69,77,72.0,A
f0cd7f05-ea87-455e-a382-95d31e0ef546,87,90,92,82,87.75,A
ead08c89-13fe-4a29-9c9d-eee0b42a0456,50,61,84,57,63.0,B
89628f6e-929c-43b3-b3c0-8bf18167999f,96,92,56,64,77.0,A
b787ef8d-3495-411e-ae27-d4321dc1e7eb,68,92,89,62,77.75,A
21c71aa3-7414-43b5-8e3e-25f2cf0671c7,77,68,59,95,74.75,A
12b2102d-940c-4503-b7c8-6152beed0af9,72,57,81,95,76.25,A
e4eb8000-ef40-4162-8f6c-e9bffe7ee362,98,93,83,90,91.0,A
e42e707a-fe2b-4987-9fdc-abbf6b9cd71c,53,85,66,88,73.0,A
c194f97f-00e3-4026-95b6-de85390239d9,70,75,63,98,76.5,A
efad49e9-c41c-447e-9d6b-9b626b535a19,60,75,89,91,78.75,A
8570b59f-a903-4e67-bc56-8b5324acb722,91,95,79,77,85.5,A
bc36dc59-e134-4dfc-9777-7f10f2d2393f,99,51,92,90,83.0,A
582b91ee-f8e8-435b-8c00-988a7ee1011a,80,86,72,57,73.75,A
6883ac6e-6a94-4054-b241-4482519894d8,66,91,89,68,78.5,A
548c1d84-340d-4049-8147-65063e2bf9c9,99,90,97,56,85.5,A
d453f867-b97e-4224-891f-691217abb863,80,87,75,66,77.0,A
30a5648e-efe9-43d0-b639-08bf03ece8ff,83,84,59,94,80.0,A
0426fcc9-255b-40e2-bdc2-b74b38a56b49,68,91,61,56,69.0,B
f186e47a-a794-4320-8cf6-e8b87fd238c3,60,54,96,59,67.25,B
d6cd3155-08a8-4c7f-8621-38ad0f09105c,97,86,87,53,80.75,A
892621df-4655-48b7-b8e1-9f568787ea21,57,96,94,60,76.75,A
eb4d8f42-8735-40a2-a511-09611869a217,55,82,90,78,76.25,A
a879d8f8-9042-4eb7-8b04-0f53e63949d4,90,57,95,81,80.75,A
24e9bcfd-9647-4f9f-b508-507af622d842,64,78,79,92,78.25,A
905f9096-2996-46e2-8c9d-690713b22cec,87,50,59,90,71.5,A
bed63da0-8033-45c2-9413-d64db962c8a7,61,58,91,91,75.25,A
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,82,73,79,78,78.0,A
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,90,83,82,83,84.5,A
c8ad0899-b630-494d-a147-adeb277b0667,71,52,62,50,58.75,C
f165d779-0154-4950-976d-e21f1b46ebdc,72,72,57,70,67.75,B
6e54ac6d-2ff8-487e-9659-1c8921ebfaa9,51,51,67,92,65.25,B
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,52,55,71,91,67.25,B
44b64ec1-4d16-4049-84d7-df9a238b05b7,66,98,54,97,78.75,A
5c72aebd-13b1-4e59-885c-d7147bf69552,63,87,66,68,71.0,A
a6aa59e5-dc08-4f29-92d3-3488d0c30018,92,100,68,61,80.25,A
cc351e4f-703e-457f-b5ab-8466b5578b00,90,88,75,89,85.5,A
ac484366-68bd-40d7-8b88-1c32cbb02a8b,95,90,83,74,85.5,A
72f60958-12ef-4101-a082-786fca00ef58,95,97,73,76,85.25,A
2a9528c3-5ae1-4bad-aa29-60fda85894df,100,63,82,100,86.25,A
5fc64cd0-721e-4b1f-b895-89399342a09f,83,89,72,85,82.25,A
d4d13d55-1db6-4844-95fa-9483f633cc2d,67,69,100,62,74.5,A
8567c805-34f5-41c0-88c5-eb2a7490adeb,62,94,65,87,77.0,A
0b705933-4cde-4b6b-9132-567c51a40d2a,77,65,93,77,78.0,A
ccd015c1-ad59-40dd-9bff-3142a5e15b55,70,83,84,82,79.75,A
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,59,68,97,62,71.5,A
b4299924-c098-4750-8741-9b4834ae4abd,61,85,59,98,75.75,A
f7464c02-8718-44c1-bd4e-d26edcd5bfae,69,61,90,51,67.75,B
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,83,89,95,95,90.5,A
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,75,58,66,84,70.75,A
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,66,61,96,52,68.75,B
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,63,69,83,77,73.0,A
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,62,55,82,84,70.75,A
dc6dafff-59c2-4153-b06b-0f0c96822e22,94,53,81,70,74.5,A
d0437e4c-34e5-4699-88eb-e27a23a4e70e,57,61,61,63,60.5,B
83b0b35c-dba6-4df8-b3d0-4ffb44709848,95,80,50,77,75.5,A
c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,100,81,77,69,81.75,A
7466ef02-5e7b-42c8-a097-dedbefb3b939,50,51,63,90,63.5,B
52a74a41-44be-4486-bea5-a387363be5cb,93,75,77,92,84.25,A
c9ce44bd-7c3f-4add-9a38-5db590eeb067,88,60,71,80,74.75,A
d6321d31-c8ac-4fcf-a04d-4d14197dbae1,83,73,88,68,78.0,A
fde91c42-002c-4c22-b4de-5f7070f81dba,59,72,72,66,67.25,B
1519830c-4019-4303-9c45-7e4da79313b8,96,85,74,92,86.75,A
b9da5f8c-4e35-4a80-a027-9a186576a410,73,97,91,66,81.75,A
02106371-0260-4123-b1ef-e72aae13591e,88,68,94,63,78.25,A
5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,72,68,56,78,68.5,B
714011a1-afc2-4cfc-9db7-284b6965d1d1,100,88,100,93,95.25,A
bae1e137-96ee-40e5-9f87-3b46c0a0473a,75,75,64,58,68.0,B
a505da9c-46e7-4a2c-bf6e-ed9d23cbe943,64,70,86,85,76.25,A
9b5f8f39-848b-44f0-b498-17354d38e415,58,62,74,82,69.0,B
cb35097a-e5dd-48f1-88a7-38ab0df83e12,81,63,99,60,75.75,A
122dd7be-980b-481e-a359-5d1f7fe4a42e,52,61,84,100,74.25,A
6307d4d1-21c9-415d-9104-5a16ef15ab72,80,76,99,75,82.5,A
78946a15-c342-41db-ac3a-acdcaed54a46,52,66,91,95,76.0,A
373aedf8-431e-430f-8387-f74d1149d096,74,57,86,60,69.25,B
b66edbf4-a0ea-4251-8957-43a281b13b80,83,81,63,65,73.0,A
0e165b12-9bdc-40d1-9cbf-7b8c74102d5d,84,96,62,53,73.75,A
bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1,72,83,94,99,87.0,A
82c299f0-7487-4772-bf03-86fa13badc91,70,96,95,65,81.5,A
00a85473-8242-4912-bda3-c1623a78b64a,53,61,99,83,74.0,A
b6ca1127-e9f8-4970-8d98-f9e28d888beb,94,81,78,68,80.25,A
0d7bec04-e6e5-4b32-ac5f-12ef8085c147,73,99,79,85,84.0,A
3e19fc1d-9f6a-4a65-bd54-da044dcd0009,88,52,82,55,69.25,B
bb82b796-3207-443e-86a0-7656c5c9fb91,64,68,76,55,65.75,B
061efb95-68f8-4063-aeb1-9ad201a1fb0f,74,60,60,55,62.25,B
55c3b2db-f374-490d-8274-ce40e09016b6,74,72,61,100,76.75,A
64988bde-cd02-44db-ad11-15d750a46c85,82,91,66,92,82.75,A
f18cccdc-131e-4723-bbcd-f203459ee674,91,86,87,90,88.5,A
7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,54,52,91,62,64.75,B
73b0d676-3527-45c8-8534-ca08f6f24d1c,62,91,75,82,77.5,A
4de1087b-afa1-4a55-8ebe-abaa28597b34,60,76,72,57,66.25,B
4c80d33a-ad5b-43c8-8c88-0714837217e0,100,68,71,60,74.75,A
8e52fc42-73c3-44a6-9ac7-26b667863fb3,67,68,74,55,66.0,B
1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a,94,70,64,74,75.5,A
7f0223bc-651e-4252-b974-4cded259f960,50,56,91,60,64.25,B
46653497-2fe9-42aa-a886-a01136f7a26c,60,91,62,84,74.25,A
a5b40983-3eeb-404a-9df2-372e9e825aae,55,75,100,75,76.25,A
fe7c80e9-a179-4e93-bfc8-25ac869bc00f,68,58,89,87,75.5,A
453b45fe-636c-4499-9254-aad3809cd839,97,54,67,56,68.5,B
47eb340d-c74e-48ff-8f89-569de550d736,70,95,74,80,79.75,A
fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,96,69,55,68,72.0,A
b4157cea-0738-4ba4-9770-a3dbe9fa97e2,51,73,94,62,70.0,A
d631c383-3030-44d0-b2c8-47439027e770,51,76,50,94,67.75,B
9d37efb6-eafb-4e90-94ec-84ce002ccb25,93,59,69,52,68.25,B
de4379cb-d823-4076-8d6b-b03beb3537a0,99,62,59,70,72.5,A
bb7b6c05-2852-4ca2-b9d2-014a22ee7f07,58,51,77,68,63.5,B
2d7e4a45-2099-471f-8b65-7bccb0416f19,55,73,57,68,63.25,B
c55523ed-fe89-46c8-99cb-3540643ffdae,88,75,81,88,83.0,A
35adde88-43e4-4668-82ea-d2df725656e3,58,57,51,83,62.25,B
0c53644b-0053-4649-b86d-066b1ba827c6,72,92,75,89,82.0,A
088dbd82-d883-43f8-8c98-03de12de9e5a,83,98,52,89,80.5,A
f9722cc1-349e-44a9-94c2-9d5c19ec0829,75,91,63,63,73.0,A
a005f5e1-a97a-4846-92ea-ef184b6797a1,93,75,77,89,83.5,A
fa207403-4ab4-47e3-a360-76812bbba89d,55,87,67,94,75.75,A
61a66444-e2af-4629-9efb-336e2f546033,66,61,75,59,65.25,B
d64acb1f-39eb-438a-836e-3c49770e09db,88,94,71,83,84.0,A
ab0b4cc5-15f0-4a19-98c1-80d2aadf3692,58,94,62,88,75.5,A
0f9ca17b-8db8-4adf-ba3e-46b096f84ff7,99,86,85,92,90.5,A
fb95d0fc-ad72-4d05-924c-de09ccea5031,51,80,76,62,67.25,B
51db1a37-4204-4733-9855-0b1ed5881c1c,81,62,70,82,73.75,A
b34e356a-c95b-41f8-832a-461adf9b7c1f,69,50,72,99,72.5,A
c7903dc5-900c-4af7-9b0a-e22eecc817a6,57,78,68,70,68.25,B
439e754c-6930-46ea-a0bd-a1ee5807cf74,78,60,83,55,69.0,B
67294d3c-4681-4a88-ac15-4804099759a3,79,52,89,78,74.5,A
e1035e1c-e3bb-42ae-a552-ac5309eda6f5,83,86,99,61,82.25,A
5f584603-e5a3-48e9-84c1-f1b5ebbbd763,64,88,88,87,81.75,A
b5a6571c-4fa5-435e-90cc-460428b26b1b,86,90,92,55,80.75,A
d6707a21-29dc-473e-9820-b3f25989dd6c,85,60,66,55,66.5,B
0cb5ee5c-62f5-47c2-8706-fec248fa4e98,55,69,82,76,70.5,A
b599277f-f78e-49e8-b676-291d4e329b4b,70,62,95,61,72.0,A
98017a2f-a5b8-4693-8fbb-a7495fcd859e,69,69,84,69,72.75,A
46c79b36-fd05-4963-9616-af7e1057a002,50,60,88,56,63.5,B
06843c86-b8a6-4402-a3d2-6b8dae46024d,68,56,51,66,60.25,B
bc9a7998-6365-4c2a-a793-cb096b271eff,68,76,61,69,68.5,B
392c04da-5af3-4a5a-b8e5-9b2716dc5a6e,73,58,50,82,65.75,B
95e7f614-42b4-4281-9f26-946654d1332a,91,60,79,75,76.25,A
948f664a-9565-457b-a267-d32fddcbf4bc,78,54,50,96,69.5,B
ae423568-de14-453b-9eac-41d9801f4909,59,66,70,76,67.75,B
fe0a824e-232a-4e82-a699-6aabdaaf7529,88,99,59,79,81.25,A
24aa5685-7523-46ce-bc95-0bbae8184f34,64,97,64,77,75.5,A
2120bfba-1689-40b8-879d-db62c37944c1,83,51,90,67,72.75,A
0131ff3b-6221-4670-ba36-e788f71fb9a6,73,81,68,86,77.0,A
39ec8ca1-3fb2-4f47-bbcd-6c18a06e8de5,71,95,52,69,71.75,A
4e5d8f12-96b3-4f4a-80da-a8ca62305d27,84,52,90,52,69.5,B
85319f0f-ba53-4122-b4b7-96204a73b0bf,52,94,63,65,68.5,B
ff02f5b0-57bd-46c9-a240-063bfed747be,69,67,78,61,68.75,B
cfdfc6f9-eb0f-427c-a82a-3879f2b5a7ea,54,54,86,88,70.5,A
71be94c3-6ab1-4db6-9da4-66feb0937085,59,92,82,89,80.5,A
3c088990-54a2-4051-bb0c-cad9eee13cae,69,67,68,59,65.75,B
7e7d9a19-ab45-4578-92fb-acf6d5d1c669,56,65,57,85,65.75,B
e79f9f3d-19ee-4c3b-b93c-4b0bb93b770c,95,63,64,59,70.25,A
0cd20e43-76da-4194-839d-b29d4bc81c16,63,77,79,51,67.5,B
ad409244-cd35-46ef-9c37-07394a629c5e,75,71,78,96,80.0,A
1d24181c-2ed0-47d4-97bc-ad3ad0a17fe8,82,83,93,99,89.25,A
7a6e43d0-d9c5-4cd9-b09d-721b62be4009,78,87,60,62,71.75,A
b9f6143b-b238-4056-a1ec-47541cf14654,74,55,55,98,70.5,A
7bab1baa-2172-40aa-a44a-913af933a9fa,66,96,58,98,79.5,A
a7ac590c-42f9-4f92-9036-ca810bc4d7ba,77,63,66,79,71.25,A
a9e8f0d8-5883-49de-bb5f-be413fa2bde0,61,86,67,95,77.25,A
47354e4f-f85b-4d0a-94b5-86353dab1614,67,72,96,85,80.0,A
142e3df0-3c28-45dc-912d-aea8673d2920,70,55,68,61,63.5,B
50e96888-7273-4e7b-bf9a-d277db496e6d,87,82,63,92,81.0,A
092c4801-698f-44f8-a747-d24a1a46d536,83,87,54,62,71.5,A
18f1a1e4-1d30-4290-b3d9-2aceb7461b72,92,69,53,87,75.25,A
ccc7147f-f6e5-403c-a237-9e6fd4734534,56,80,75,53,66.0,B
3227e8d8-9c60-481b-8119-1aa71b61d453,52,79,87,92,77.5,A
30c9c51f-c80b-4af7-9315-fafa7500f785,81,90,82,71,81.0,A
811317a8-f4c8-4393-96dd-6c82a8909e31,67,95,64,77,75.75,A
b11af726-2d5d-4395-a901-a768ebd14b0c,96,73,86,54,77.25,A
ce072a52-73ed-4223-8b4e-f503f8722413,74,96,67,72,77.25,A
d7d3b9d9-4c85-4233-8325-bd9ebf98e734,78,82,70,94,81.0,A
0e7da698-ab95-472f-8d95-aaf5253421bc,51,84,53,99,71.75,A
257c54bc-4024-4424-aef2-ab2f495fa2fc,73,94,95,64,81.5,A
5bd29cb1-0845-4b2f-8a8a-4105c0eb8875,55,65,81,59,65.0,B
a23ff67d-e957-4bc2-b9bd-8bd6d479cc36,68,54,75,63,65.0,B
4773e66a-6db2-4020-8a67-01436090103c,78,99,88,68,83.25,A
c60ea4d5-0d04-4cb6-98cd-26555297e1ad,60,50,89,81,70.0,A
85467426-2f12-4b9e-b4fd-25b7384f6e3b,67,98,74,92,82.75,A
597278c5-1789-4e63-a746-5743897b303d,82,79,86,63,77.5,A
f3476736-37ec-47a6-8b27-b0795c5d3f1b,54,84,88,64,72.5,A
a6388854-fb2b-4b80-808b-d674d2dd3e26,80,80,76,90,81.5,A
eb29d912-9d1b-43df-a46b-6fcee78d147c,72,85,60,65,70.5,A
84517303-e94d-4fbe-8653-1d4748677b30,84,78,51,66,69.75,B
a127dc6b-ab9b-453d-b5f5-c65410c2c2e5,81,95,57,71,76.0,A
d428df6c-89aa-4293-b4a0-dcd41a9af29e,62,68,70,59,64.75,B
12c0620c-1667-4518-89b2-eae654eb4c91,85,79,83,63,77.5,A
4a32bb22-1b2b-42ec-80b9-ec30ed94898b,100,87,95,87,92.25,A
bf2b43b4-22e9-4527-b849-1ecc889157fd,99,58,60,75,73.0,A
f5179e72-5f85-4b21-a5df-6f85bab503fb,97,92,51,65,76.25,A
bdce635f-bf90-4d6a-b5c6-06b54e003d55,84,91,86,68,82.25,A
2477f047-8336-4758-99f9-3502a55bc44f,77,56,95,84,78.0,A
abc53545-2e6d-4a04-9d57-e73431bf5cf6,51,73,58,82,66.0,B
8c8181b4-fe8b-4ccb-bd75-a5f3eeafca83,100,88,63,98,87.25,A
3289f58b-1923-4afc-802d-105b113eaf84,61,88,74,84,76.75,A
3c0a584e-a7cd-43cb-abda-06b220d2b528,83,67,94,97,85.25,A
