Student_ID,Days_Attended,Days_Missed,Absence_Reason
bf780e3f-f6b7-41f7-9b74-92459b1bc895,95,0,Full Attendance
0692dc63-9424-4ed5-9bac-5c154fa03f26,95,0,Full Attendance
b70b3420-f104-4785-a58b-252360141de9,86,9,Other
c5c14eb4-b27b-4d90-9a16-342c3e2b6091,95,0,Full Attendance
c85aca46-90e0-44a0-bbdd-3933cbd58bf6,95,0,Full Attendance
575aed2c-a5c5-450c-8186-a57611a72609,89,6,Truancy
a2b5b498-5cb8-4aed-b5f6-2c976efb63b1,95,0,Full Attendance
f7294951-8591-41d2-bbda-02422d174fc9,95,0,Full Attendance
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,95,0,Full Attendance
162f8a24-ef43-413c-94aa-c9a33ed8c56c,95,0,Full Attendance
6105716b-ab0e-464e-9c3e-b2d591e1aa96,95,0,Full Attendance
cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,95,0,Full Attendance
0299436a-8e48-4223-86b9-8991e14eb70d,95,0,Full Attendance
c2171429-8e20-4724-bd13-7018680bac63,95,0,Full Attendance
17d2582e-046a-4df5-8afd-a61372bb912d,95,0,Full Attendance
79279973-5e78-4fd7-94e0-d3baa9f948b2,95,0,Full Attendance
b3ee4d3b-5a10-4129-94ae-bd1b8ce6424d,95,0,Full Attendance
1e9b23bc-50c7-4006-b14d-3441b8a6171f,95,0,Full Attendance
7bf47042-bd15-41c8-b764-fbda3108d448,95,0,Full Attendance
19bc143e-fb02-4ebb-8872-9a4d98c7472a,95,0,Full Attendance
88bd13d1-b540-430e-839f-3a254d6168bd,95,0,Full Attendance
2053da42-f1af-4b65-b289-f2244ac9778d,95,0,Full Attendance
782a65e0-48ca-4651-92f5-df7b0323d342,95,0,Full Attendance
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,95,0,Full Attendance
0db95301-afbb-411a-a123-5a8c93b7a886,95,0,Full Attendance
1e52d770-3f89-4142-be71-6b1415ce6a66,95,0,Full Attendance
85c7504b-c693-4a11-b9c6-a1ca9e50aa42,95,0,Full Attendance
4e2d6645-6dc7-4ac7-bd72-b05096a9954f,95,0,Full Attendance
3531968d-c342-4d2b-b295-456e19675f06,95,0,Full Attendance
1337739e-8d4f-4d27-ac7f-0b793d67cde9,95,0,Full Attendance
3b4206c5-085b-45fb-8a8f-f810784c2f29,95,0,Full Attendance
ec856f37-3bc1-4987-aff8-754d1238d630,95,0,Full Attendance
6cd5e859-32a4-47b2-af04-e57dcdccc33a,95,0,Full Attendance
1247ea4e-2469-48e8-939e-198b44007d5a,95,0,Full Attendance
49e2623d-ebd3-4616-91b7-8d8ed3016989,95,0,Full Attendance
801ef1da-45b1-4d25-b153-3ae8670acc5c,95,0,Full Attendance
5283aac7-bc0a-4a5d-ae99-6e3ee3b137fc,95,0,Full Attendance
93403fad-dc4a-456b-9601-6237ac9ed156,95,0,Full Attendance
0a4c9f7f-9384-4c2b-84fe-acaed248a9a7,95,0,Full Attendance
2e76128b-4735-44f9-aa83-bf007135f221,95,0,Full Attendance
5553b2fe-6889-403e-9913-f9d3785299f4,95,0,Full Attendance
49c8a43f-7ed7-4ed7-b194-990b6961929e,95,0,Full Attendance
50843242-168b-4625-b46f-78910964fbbf,95,0,Full Attendance
fcf56188-d32e-4dcd-83bc-9478dd6ac7b8,95,0,Full Attendance
5c9d927d-84b8-41bb-b005-68d20de051a6,95,0,Full Attendance
8c99a894-445d-4c38-b41c-64940d366dfc,95,0,Full Attendance
f920264c-0763-4cd0-9f15-c7b67c16128d,95,0,Full Attendance
8d605936-0380-4b70-8d03-c91e4f8d5238,87,8,Other
1e1242e3-f272-42b6-b621-72ed1d0bc9bd,95,0,Full Attendance
45ff2c83-b495-4b4e-8245-6fb44ab7706e,95,0,Full Attendance
6232b17a-2507-4181-8d1f-b54074eff545,95,0,Full Attendance
46b82659-11df-42d7-9d30-de8922f235f2,95,0,Full Attendance
d20f87d0-4465-4d6b-81fb-18b3c9a7d91f,95,0,Full Attendance
7d5911c6-a8f1-4091-bfb8-102d9475dbc9,95,0,Full Attendance
8b1e3b9d-c34b-4fbb-8d4a-75b8551ac8ea,95,0,Full Attendance
9261549d-3d22-4c30-b28f-41defb140bc3,92,3,Family Event
b489d070-7914-48a8-bea4-ff31517400f8,95,0,Full Attendance
fb16e5db-a6ea-479e-921c-82f8cada4f80,95,0,Full Attendance
dea4ae17-54fd-4ad3-9716-108ef72169bb,95,0,Full Attendance
b8f21423-03ed-41f8-b4f9-3d17e912b4bf,95,0,Full Attendance
f81dbaa1-c812-4a8e-b830-89301327f1bc,95,0,Full Attendance
da330aa1-541c-4fcd-9a0d-4a5f148f8b74,95,0,Full Attendance
c268283e-e32f-4e63-b7fd-dd71a075e927,95,0,Full Attendance
ff574e2b-4991-4b9b-abc2-026faf34cf65,95,0,Full Attendance
df615a5c-b432-4070-a23d-4c2fc2a79689,95,0,Full Attendance
cbd00ef2-530a-47df-8bc6-10660769165f,95,0,Full Attendance
90e0a95b-697c-4923-87fa-841a3e83b91f,95,0,Full Attendance
9ea556aa-61ee-4c5b-9eef-580f9c07a751,95,0,Full Attendance
4104a8b5-a34d-47c5-b60d-ebbb3b70b3a1,95,0,Full Attendance
ad77e82f-49a2-4a89-a6b5-a92c771ad655,95,0,Full Attendance
a3917c99-4c95-4f6a-966b-1964fcd6bdca,95,0,Full Attendance
627b41a1-ffd6-4232-b2ff-e2944d57d880,95,0,Full Attendance
fe2110d0-4bbe-4aff-9326-dffd5be4bf51,95,0,Full Attendance
90e0b95f-0212-4554-8644-58b46553867d,95,0,Full Attendance
7f2984f5-bec3-4a37-9b3d-74bde91e314e,95,0,Full Attendance
5a31b4cc-cd4b-49a9-9b68-9c883ae909fe,95,0,Full Attendance
a8c01f05-c478-46f1-b88e-c318c16d83ed,95,0,Full Attendance
4f1639a0-0a17-491e-a576-9411a0a11839,95,0,Full Attendance
4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,95,0,Full Attendance
f8b38a8b-e05f-48bc-8a16-a06cc958e75e,95,0,Full Attendance
d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a,95,0,Full Attendance
1d7bc313-cde2-4f1c-96b6-0afcded255d0,95,0,Full Attendance
b966442a-ad23-4d36-9c32-2c9739c1e262,95,0,Full Attendance
ca6a2224-171e-46cc-9da3-6f1b8eac0a33,95,0,Full Attendance
ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d,95,0,Full Attendance
3bdbc09e-acc2-46a0-9bbc-91f75f18e583,95,0,Full Attendance
38ab854c-9c2e-48de-aa4e-361753f8382b,95,0,Full Attendance
688613db-a634-4e78-8d5c-55c7b379cb1e,95,0,Full Attendance
18e19331-1dba-4267-be1c-a5a1fef518a6,95,0,Full Attendance
be3e6e57-f30a-4e32-aba4-fc035efa9c5b,95,0,Full Attendance
6a35df59-e2aa-4a5d-a78e-d00dba0266ef,95,0,Full Attendance
08601833-479d-4cda-b396-ea37f065c817,95,0,Full Attendance
196f4dfa-5cd8-4e1a-9afe-c8a93c71e0be,95,0,Full Attendance
30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,95,0,Full Attendance
a446be72-364c-411a-a9ab-364a1777e8cb,95,0,Full Attendance
203c8c25-fd23-4def-be5a-87e35560db22,95,0,Full Attendance
3748967f-961d-43ba-b508-43f08de08fc2,95,0,Full Attendance
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,95,0,Full Attendance
2cabd7e7-cc6b-46e5-802a-df9c8a4b8f7c,95,0,Full Attendance
3ce915e7-c9d6-463b-8a3c-6f5f5bb5c40c,95,0,Full Attendance
86ad8a8c-6bc4-423e-bde1-3c1b20733f6d,95,0,Full Attendance
1beaf6ac-97fa-4f04-8363-90075cae9610,95,0,Full Attendance
ddf275eb-e8a3-4341-8881-9065ba2c98ce,95,0,Full Attendance
7a9e8eef-ffa3-41be-8f92-40e107f97d05,95,0,Full Attendance
12d0498d-718d-4d05-a8e2-2743b65feea9,95,0,Full Attendance
a21150f9-9fd3-4579-8667-72ce204e178c,95,0,Full Attendance
7426b193-4b7e-4b3c-87d2-92a698eeac2b,95,0,Full Attendance
a6a27967-a79b-44b6-9a50-9fed1d4a3d81,95,0,Full Attendance
3a7e8e14-e359-4ee1-b399-1a476e191042,95,0,Full Attendance
6d4067f4-5003-4b35-9857-8bafbac7e2b9,95,0,Full Attendance
112fa612-7969-4ed2-ac48-bf55afd380c4,95,0,Full Attendance
cfd01cbd-5f65-48ce-bd21-bc11be9d61ee,95,0,Full Attendance
1f4a8ca1-ab85-4d59-9463-adc78fca7b6a,95,0,Full Attendance
b8976ec5-ea74-4b18-9e3b-496f6c4596f6,95,0,Full Attendance
36760ce5-81e5-49f6-93f2-77cc1a85910d,95,0,Full Attendance
5e187b24-8e67-4a01-986a-646059a1120e,95,0,Full Attendance
f97be2dd-8f9b-42ae-985c-16bd6dda4f8d,95,0,Full Attendance
edd877c8-9be7-4737-86b8-92318e867f3c,95,0,Full Attendance
4f199ec0-c32d-4526-b3e4-110a45f50c52,95,0,Full Attendance
6699cd99-a847-4ce7-90fa-6b5724ac2130,95,0,Full Attendance
3712f2d1-87cd-46a1-bf01-2e32177d6e7e,95,0,Full Attendance
c6deb2f0-530a-41c7-b8ba-83684fc77768,95,0,Full Attendance
9e2aa4ac-c122-45b3-a84c-03d227d415b6,95,0,Full Attendance
7129cec7-9b69-454d-bc54-535f6c8c3b6a,95,0,Full Attendance
4882d73c-1c63-45ab-ae0e-d1e8585d3f86,95,0,Full Attendance
652ffb49-3873-457f-8ba0-78e84ef492c1,95,0,Full Attendance
4169b9fc-c3a0-4c6f-a321-d1e1c47104c0,95,0,Full Attendance
61554667-2112-407c-acfa-55b06e3f683a,95,0,Full Attendance
12738a23-5aaa-432f-8e63-22b6ab05347f,95,0,Full Attendance
dcb33df3-13ee-4dc6-abd1-4d2c75b27455,95,0,Full Attendance
1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,95,0,Full Attendance
d4ffa666-75c8-490d-9e3d-750df296d9f0,95,0,Full Attendance
96c044d0-6f88-4f28-be49-fd091b19d8b8,95,0,Full Attendance
5543fc3c-38b8-424e-96ea-57b3beed10b6,95,0,Full Attendance
e7ea8d5a-31a3-4c4d-828c-37e787d5b7be,95,0,Full Attendance
3c7c1d85-25cf-4041-90a6-43fea53bc024,95,0,Full Attendance
a7cf705c-c257-4f73-829d-782b2722796e,95,0,Full Attendance
c2874f06-9050-47ef-8123-5c9176c5a0dc,95,0,Full Attendance
9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,95,0,Full Attendance
71348c2a-780b-4657-917b-355b70944bdb,95,0,Full Attendance
4f76e388-12fe-48bf-81e0-d4895a18e2a3,95,0,Full Attendance
dd3f7d7e-a508-4c95-93a4-a492497de16d,95,0,Full Attendance
8de7ad6c-9490-47c2-b674-456f626d719d,95,0,Full Attendance
a6ded1d8-9258-47b7-8f50-1889e8b77f7b,95,0,Full Attendance
1a7f195b-7355-4b9d-8fd6-f47ef52d4af2,95,0,Full Attendance
2c2cd22b-a568-45c6-812a-1f9b15969802,95,0,Full Attendance
28a39779-9c1c-4517-85d2-d0a686295b5d,95,0,Full Attendance
990f0c5b-adcc-4daf-969f-3ab3c6435300,83,12,Illness
adaa44ca-8ed6-4d5e-9831-8aa354669d19,95,0,Full Attendance
df8f4197-9a4a-49b2-a806-133cf6e39356,95,0,Full Attendance
f7baf55e-4f6b-48c8-998d-daeceaafe543,95,0,Full Attendance
4f40c22f-15b0-4530-b020-e992b576255e,95,0,Full Attendance
d436a7a8-b3ec-4951-ab8c-bf9720b71785,95,0,Full Attendance
6c645c15-aba3-41cb-a561-e1e917ec889c,95,0,Full Attendance
f29a6339-577b-455a-b6d5-5494f37fd50d,95,0,Full Attendance
d82c7565-4bb9-47ec-93c1-175427aa7cbc,95,0,Full Attendance
09a9d1c1-86ca-46f4-a238-fe93bd17c5e8,95,0,Full Attendance
29890880-277d-4be9-a070-b6a198e52499,95,0,Full Attendance
700b5d5f-b89f-42f3-aa60-c652e7147668,95,0,Full Attendance
48f1096d-9c4f-4b46-b1b7-01aaf836f571,95,0,Full Attendance
cf01f944-f731-4749-8f39-49a83d3a2582,95,0,Full Attendance
fc043f08-9207-4158-b277-1f63ada58417,95,0,Full Attendance
f75d599f-6b2d-4b09-8707-9ad480be7e35,95,0,Full Attendance
a4244f23-0d5b-47cd-8000-35f0df7d0dd7,95,0,Full Attendance
48f9e3d0-1fea-41e0-99e6-04b38412a335,95,0,Full Attendance
6ffe33b3-d4bf-4a4b-a5b8-a42f836b15c7,95,0,Full Attendance
06d3db93-ee33-488d-997e-6845e27718c5,95,0,Full Attendance
5ffa46ef-14e4-480c-be99-36a362dbc850,95,0,Full Attendance
ca97ebf5-55d5-46af-a663-d2cdb6f6dbf1,95,0,Full Attendance
2387eaf6-d4c3-4832-b231-c60b78f2ce6b,95,0,Full Attendance
41843b03-04dd-4054-9448-23f7e7e646c7,95,0,Full Attendance
1c76bdf6-6c5a-4c93-871c-08849bdf90f2,95,0,Full Attendance
cb3cf8ca-a392-4731-ab79-afcc3d0a5f0c,83,12,Family Event
04351b64-893a-4232-98c3-e3ca7ff4cec6,95,0,Full Attendance
9d642932-0066-453d-ade2-99a14a90cd0c,95,0,Full Attendance
f982f4e0-8603-456a-95ea-cbcfab1021ce,95,0,Full Attendance
8ddce719-81f3-4dd4-bd03-4adac9525185,95,0,Full Attendance
40ef3935-5f90-4ed6-bb25-664d630aa767,95,0,Full Attendance
a0d572c8-a837-4e68-bba2-05ca3dba6da8,95,0,Full Attendance
8bc78e81-5a30-4528-8b59-95622227219f,95,0,Full Attendance
b20507bb-fb16-4757-b6f1-86abaf475b49,95,0,Full Attendance
752a7d25-f190-4b7e-86b4-69efb74eba93,95,0,Full Attendance
eef16694-50ca-432d-8aba-590ee2c328aa,95,0,Full Attendance
c0d7ac73-095f-4a81-80d9-2bce7930ba20,95,0,Full Attendance
54f90429-a7de-42cc-9da4-f4a70c3ce284,95,0,Full Attendance
e506f670-7092-447d-be49-69ec6667d3bb,95,0,Full Attendance
ec9f9c54-5e0a-42ab-bf5d-b163b12b6680,95,0,Full Attendance
9a3a6103-6e3c-4532-9434-8f626cac028c,95,0,Full Attendance
4e76833a-4baf-4f5e-a932-009453f28f11,95,0,Full Attendance
0ad7c9a2-7277-46ec-99fe-fbbc71a3fad2,95,0,Full Attendance
fae3114b-a3b4-42bd-8649-42966f5842c3,95,0,Full Attendance
cd14a03e-8359-4af6-9d01-f55f67fd64c4,95,0,Full Attendance
c8040fb7-ad97-4b67-9b89-e5cbd942644c,95,0,Full Attendance
6202bee6-5cb5-469c-9dc7-b3e6a52964ff,95,0,Full Attendance
5f3c44dc-5ef7-47b8-b2e6-195f732e2016,95,0,Full Attendance
a6499cdc-507b-4072-a5e5-8f345df06e8c,95,0,Full Attendance
63119aca-848a-4440-bfc1-58582fa0d842,95,0,Full Attendance
ff11c8ba-36ee-4640-b23e-f466b43bd27f,95,0,Full Attendance
da52d2ee-22bf-48f5-9f65-2a87333ee344,95,0,Full Attendance
ae92ea71-cf7d-4b43-9679-742fff4c96d6,95,0,Full Attendance
8acbbe09-8ccc-4cea-909f-d8eeb5a47200,95,0,Full Attendance
a3404f08-b341-41b8-ad65-22b4b5a5f8e6,95,0,Full Attendance
238d6f44-cac4-40eb-b373-730efc31a597,95,0,Full Attendance
cdbcc653-77a7-48b7-9e70-f65f9280c5aa,95,0,Full Attendance
b807d78a-b788-45d1-bfe5-75f665edcfe3,95,0,Full Attendance
f8ede0ca-2015-4a72-92e1-53a6932cae01,95,0,Full Attendance
e0c1ff1e-20da-4972-9832-1ee48471b4b0,95,0,Full Attendance
6ec01269-2108-4dd9-b75d-1e3cc48d5650,95,0,Full Attendance
2a26f770-4ddb-4b36-a72c-058884a2576c,95,0,Full Attendance
e519dd7e-84d6-4c4f-b0df-1684f28e4122,95,0,Full Attendance
200b2903-4642-4c45-8d03-f17af4d375c1,95,0,Full Attendance
f10d27c8-9780-4215-ab2b-b8e9a417c093,95,0,Full Attendance
d7b00bdc-566e-4cbe-9aea-622fe6e987ca,95,0,Full Attendance
a4364fcd-f2d3-4761-8ba3-627914cb0564,95,0,Full Attendance
a394ed54-9e3c-4a88-aaa5-6e6d92779574,95,0,Full Attendance
7ba24588-4d56-4a3d-b4e7-069aa4540937,95,0,Full Attendance
0f5675f8-b048-4aa1-92ae-5c22741b77f5,95,0,Full Attendance
5005680f-24c7-48a5-9b4e-164b5716dc2e,95,0,Full Attendance
2179e3f0-6612-4ab4-b9b2-1e6e586a346a,95,0,Full Attendance
44790612-1f5d-488f-b76a-bf093de28859,95,0,Full Attendance
9d896047-dd39-4793-a257-a4a2f204be89,95,0,Full Attendance
93e34c35-ef0a-473d-93d2-d56dd0401587,95,0,Full Attendance
7faeb748-7781-421e-83c5-01cbfef7d9ea,95,0,Full Attendance
f778c676-750d-412e-8164-ceec64ab851b,95,0,Full Attendance
e1e0fffc-98f6-4d7f-beb1-62f14806f804,95,0,Full Attendance
6e51484d-1b84-4dc3-98e0-49de0217ea0e,95,0,Full Attendance
668c8477-0b95-417c-9dae-1201673ba8bd,95,0,Full Attendance
8116e3fc-62e7-41a6-92d2-fa0649e1cd13,95,0,Full Attendance
1e6a6628-9c6d-42d5-ae2e-9af99f8cc29f,95,0,Full Attendance
f05eeefe-8ece-4128-96ce-4b42fc9e1dcb,95,0,Full Attendance
0b990034-0a4e-4552-8005-1b1066c14dca,95,0,Full Attendance
9b33e3a4-2620-49a9-b4fd-33d184f2fd0f,95,0,Full Attendance
fd98fe33-6498-4be9-a999-bbef518b2f21,95,0,Full Attendance
88476c56-827c-4f8c-940a-c5e981df6517,95,0,Full Attendance
fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a,95,0,Full Attendance
06d25913-a117-4719-b023-a0eadf41e335,95,0,Full Attendance
93dfd907-9416-44dc-86b2-8deff8d8b7f1,95,0,Full Attendance
9ea7017c-b89f-4039-a107-cc4686341718,95,0,Full Attendance
f2bd92f2-9293-4705-8815-01473e00980e,95,0,Full Attendance
b0c4a01c-69b7-40fa-a6c4-32f66b352f85,95,0,Full Attendance
bc5fd4dd-d92f-4c1e-9f70-fb2a78bb22a5,95,0,Full Attendance
a987b218-ff84-4aef-9336-723b8f964685,95,0,Full Attendance
57a2be4e-887b-43e5-a980-f80875ac824c,95,0,Full Attendance
b17cfb21-cdbc-4c1c-a4af-e7bdae455cc6,95,0,Full Attendance
3990e2c9-4c6a-40f4-8ede-c44d476cf68c,95,0,Full Attendance
b47a1c5b-b0b3-4015-b510-2852b4746349,95,0,Full Attendance
1f33242d-49ac-4087-8601-5028b8beff3d,95,0,Full Attendance
f4613f09-585a-4efb-9181-2f7765001423,95,0,Full Attendance
58ab4778-143b-45e3-b6d1-f6bbf48f709c,95,0,Full Attendance
89e03e22-d3f4-449b-b3ba-ba8836c7d6fa,95,0,Full Attendance
963a8617-bdab-47e7-9d9d-028e1bf645f6,95,0,Full Attendance
0d700ea4-3b9b-4d45-a350-55e439c59df9,95,0,Full Attendance
01539221-2331-4a28-8550-eca8ae62990c,95,0,Full Attendance
e0decc3d-e172-4c83-af5e-4376a723fb72,90,5,Truancy
a55990e7-4910-4ade-9238-0bf24988e418,95,0,Full Attendance
b91e3d6e-bd1a-4f4b-88ff-bd403b72c86d,95,0,Full Attendance
2d007d05-d66d-4627-a1da-ce6a6afa828c,95,0,Full Attendance
efc59738-2fb2-4e66-bed1-7aabc9b7c9bc,95,0,Full Attendance
9165f2ed-4c63-4e95-825f-55430997623a,95,0,Full Attendance
8b15bd94-a42d-4cd7-bd35-9f6a74503887,95,0,Full Attendance
315c167a-45d8-46ad-b7d0-359e811414f8,95,0,Full Attendance
2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,95,0,Full Attendance
2ced3c0d-3173-44b5-81dd-484aaca58d95,95,0,Full Attendance
1634725b-53f3-4073-83e9-6ef46d7df5d0,95,0,Full Attendance
3f800385-ef92-40b6-92d7-8f107a3a6e96,95,0,Full Attendance
4d4c5280-5462-42e7-b43b-a0524459bd6e,95,0,Full Attendance
0fe76149-3c7e-4368-b159-48475c0b9b10,95,0,Full Attendance
e5267a2b-ec50-4ce4-80a5-2e65afa28559,95,0,Full Attendance
4b87959f-f0cd-4f05-aa87-855ea38295d3,95,0,Full Attendance
bf6b8cdf-7479-4b61-a737-2b527a6a2107,95,0,Full Attendance
aa0217d0-cd4f-4b2b-899a-c252c1e1b94a,95,0,Full Attendance
14f573d0-c991-4032-9f85-c77798874bfe,95,0,Full Attendance
0fcf601f-1cb9-473a-906d-5c8cead08c89,95,0,Full Attendance
53ff8461-2a1f-4b61-a65c-b9d989628f6e,95,0,Full Attendance
1747f387-7d23-4479-9549-2a82b787ef8d,95,0,Full Attendance
74f0beae-6a59-43ce-8364-35e321c71aa3,95,0,Full Attendance
655ce508-0592-4fa5-b928-e23f4ee4334e,95,0,Full Attendance
58330b30-6c77-4e95-8b98-1ccd12b2102d,95,0,Full Attendance
ef0bea4f-fc73-4d92-91ab-3d11e4eb8000,95,0,Full Attendance
fa740cc8-a43a-4b7a-840d-487422ab7752,95,0,Full Attendance
de9f6f5b-72d3-4458-a1ea-2f30e42e707a,95,0,Full Attendance
8a0f9508-dfe2-40a0-a96b-3c42f6d22a7b,95,0,Full Attendance
87623997-649f-4d88-8989-c5abfe2b34d8,95,0,Full Attendance
4c61845e-fa7e-4d94-85d1-fb63c194f97f,95,0,Full Attendance
3f5cf2f3-3acb-43a3-92c7-bffb6118433b,95,0,Full Attendance
1ce362f8-c3f7-45fe-b99b-2b5ae00da49d,95,0,Full Attendance
04015ced-e398-46bb-a23d-dfaaefad49e9,95,0,Full Attendance
b40a9181-ac09-4db7-9908-6e477249f62c,95,0,Full Attendance
379ef467-8a2d-42e6-bbfd-a8a6705fddf5,95,0,Full Attendance
d0d75e37-3bf2-425f-8a0d-2b73fe54ee4b,95,0,Full Attendance
52171bf3-d181-43d1-ac2b-0cfcc5c51060,95,0,Full Attendance
4ceda164-69df-44e9-b896-41dd8570b59f,95,0,Full Attendance
a0411612-2cd5-4759-a95d-2761bc36dc59,95,0,Full Attendance
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,95,0,Full Attendance
605fb1eb-4cc5-4e0d-a633-20186883ac6e,95,0,Full Attendance
b523c0de-db87-429c-8cfd-0fc139b02e2a,95,0,Full Attendance
8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,95,0,Full Attendance
ec170298-143d-45b3-a58e-83dd548c1d84,95,0,Full Attendance
44b9e602-0d31-412e-b0c3-6756d453f867,95,0,Full Attendance
c2fe8954-cdfd-4531-b02b-783112a1fe7d,95,0,Full Attendance
553d2625-e833-4da5-9e95-d6953579c143,95,0,Full Attendance
1e086f20-bdd1-41b0-b64a-b6ec30a5648e,95,0,Full Attendance
345af934-b42a-4d93-9aba-0f15b2149062,95,0,Full Attendance
889d4b76-775c-40b5-a173-0c4848769153,95,0,Full Attendance
193e638d-774c-4afa-bf4d-908ce1fff6c0,95,0,Full Attendance
5ee68495-3400-49c3-aa11-905b51facefa,95,0,Full Attendance
42c21797-0426-4cc9-a55b-30e2bdc2b74b,95,0,Full Attendance
54720d2d-3239-4ffb-a704-6f254b91b8cb,95,0,Full Attendance
af521b94-f186-447a-a794-63208cf6e8b8,95,0,Full Attendance
7d97ac0f-bd56-49c4-a446-1663b93b17fb,95,0,Full Attendance
7d024c6d-8bea-45c1-b866-77aa23d4526b,95,0,Full Attendance
08a8ac7f-8621-48ad-8f09-105cf50d7a37,95,0,Full Attendance
6992896e-01a2-4ed1-83ab-b5f10c6b7074,95,0,Full Attendance
8177b661-37fe-432c-8257-185126a9e100,95,0,Full Attendance
7bb3447b-e9aa-444b-9dd4-3675ef145064,95,0,Full Attendance
8787ea21-0448-4a22-8308-aa5e694d7b00,95,0,Full Attendance
ac8d6c7d-b2a6-4468-902b-124380913ac1,95,0,Full Attendance
261e2555-863e-4f2a-98a8-06efeb053fc4,95,0,Full Attendance
659b0105-cb80-4288-846f-64dd5abca6e5,95,0,Full Attendance
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,95,0,Full Attendance
c27437eb-a65f-4b8a-9bb4-4021fdde64af,95,0,Full Attendance
026b5383-a301-4c03-8e5d-8c6a79db7862,95,0,Full Attendance
90dbfad6-54ce-46be-88cc-e2c2a518a418,95,0,Full Attendance
361f6d90-3ad1-4a33-8ae4-ac11eb4d8f42,95,0,Full Attendance
13087974-ec95-43ac-8beb-7c3445667c48,95,0,Full Attendance
edc3a1c3-2dea-4d2d-886c-405fa879d8f8,95,0,Full Attendance
b674410d-d218-49d6-8093-bfb024e9bcfd,95,0,Full Attendance
d5aba8ae-9112-4bc0-bd8f-95f4905f9096,95,0,Full Attendance
23d3cd4c-bd5f-4093-816f-9bcc6243bed7,95,0,Full Attendance
0dbf0caf-588a-4f87-b96d-40f8bed63da0,95,0,Full Attendance
f4719986-9d26-4599-84dd-8df59aec56a8,95,0,Full Attendance
fe1a1ba9-c896-4c5b-85f8-c28da255e1bb,95,0,Full Attendance
ae007b7e-2f8c-43e5-ae8d-9644601bfbcb,95,0,Full Attendance
b68e47fa-3f17-4534-8c4d-58194b9dfd58,95,0,Full Attendance
bd5a0c9e-277e-40aa-a247-541dc8ad0899,95,0,Full Attendance
5c238d8d-71da-45b9-8eea-9db8f165d779,95,0,Full Attendance
8e0370cf-8e96-4227-b2e7-6b516e54ac6d,95,0,Full Attendance
991965ea-98d0-4c2c-97d3-0f328de1596c,95,0,Full Attendance
15aede0f-c777-407f-a346-d4ef69ef74e3,95,0,Full Attendance
2b69c95e-8567-4b58-926b-ffa53e245fbf,95,0,Full Attendance
