Student_ID,Time_ID,Math_Score,Science_Score,English_Score,Social_Studies_Score,Physical_Education_Score,Library_Hours_Week,Teacher_Hours_Week,Weekly_Activity_Hours
c82ba1be-61eb-44e6-bd49-8e2004ffeab2,26,94,92,50,91,55,8,13,9
809cd839-90ce-42e8-a9a5-336858129eb2,13,91,71,82,80,69,2,17,2
809cd839-90ce-42e8-a9a5-336858129eb2,26,51,60,76,85,90,7,11,2
e550d736-0780-4e71-b811-b51998dc9e0b,13,91,62,80,63,42,8,11,9
e550d736-0780-4e71-b811-b51998dc9e0b,26,73,57,43,46,43,5,7,9
c44fc4b8-5b80-48d1-8788-dfed78c04ed8,13,93,96,58,73,97,7,29,5
c44fc4b8-5b80-48d1-8788-dfed78c04ed8,26,65,89,46,98,75,9,29,5
443b1d0f-3dbc-4093-a828-44423f738f50,13,40,41,97,81,87,10,25,9
443b1d0f-3dbc-4093-a828-44423f738f50,26,71,41,89,65,87,9,30,9
382b5b86-f2a3-4efd-bf13-8c80c398c332,13,50,79,53,89,97,1,7,7
382b5b86-f2a3-4efd-bf13-8c80c398c332,26,79,85,70,54,65,6,13,7
d86065a2-fdd5-40f8-96d7-44fdef69a980,13,58,84,93,95,97,9,6,7
d86065a2-fdd5-40f8-96d7-44fdef69a980,26,69,51,63,94,45,4,24,7
e9fa97e2-5bd9-4609-b297-a782bcf474aa,13,72,50,63,47,71,8,8,2
e9fa97e2-5bd9-4609-b297-a782bcf474aa,26,72,81,44,83,82,6,13,2
9027e770-2460-40d2-9048-83c191519998,13,47,50,50,59,55,9,24,0
9027e770-2460-40d2-9048-83c191519998,26,42,86,65,74,47,6,25,0
4f1e1a37-8ac8-4d93-be02-921df86b543a,13,49,51,62,77,73,6,18,3
4f1e1a37-8ac8-4d93-be02-921df86b543a,26,63,40,85,81,50,8,11,3
86c5547c-051a-4039-b803-dcee9a069295,13,42,100,81,59,85,3,10,8
86c5547c-051a-4039-b803-dcee9a069295,26,90,49,96,95,40,4,11,8
b7893986-573b-4c17-a167-c35ece7334f2,13,75,98,44,45,84,8,20,10
b7893986-573b-4c17-a167-c35ece7334f2,26,73,81,88,46,76,2,23,10
962c04dd-25d0-4461-859c-15740f3f0f48,13,64,67,76,86,51,3,11,3
962c04dd-25d0-4461-859c-15740f3f0f48,26,77,86,64,75,90,4,5,3
f5e72daf-5d69-4bc8-9c54-d59b86bb42c7,13,79,76,69,69,64,6,26,9
f5e72daf-5d69-4bc8-9c54-d59b86bb42c7,26,88,89,79,64,45,4,22,9
4d407b28-5628-4dcd-99dd-3e8c96053035,13,90,95,43,60,45,2,15,1
4d407b28-5628-4dcd-99dd-3e8c96053035,26,80,62,93,56,51,2,26,1
f5edf382-a3a6-4f83-8ab6-31076fd69b3a,13,81,63,42,79,83,10,18,0
f5edf382-a3a6-4f83-8ab6-31076fd69b3a,26,85,90,98,55,67,3,28,0
c9784b52-9d1c-4838-adc8-cca8e3bcd6f3,13,62,56,88,75,96,10,23,0
c9784b52-9d1c-4838-adc8-cca8e3bcd6f3,26,79,76,51,72,50,4,5,0
b0416f19-bbe7-4835-8e8b-f78a60ddc7f1,13,54,54,93,89,91,9,11,1
b0416f19-bbe7-4835-8e8b-f78a60ddc7f1,26,68,48,62,65,66,1,23,1
643ffdae-92a5-4d04-b2dd-e1f5b3b6d344,13,47,90,74,44,72,5,13,4
643ffdae-92a5-4d04-b2dd-e1f5b3b6d344,26,41,49,69,58,87,8,5,4
ebc92914-5176-49d1-9a36-24d62e9ce8ff,13,46,48,44,76,95,4,7,8
ebc92914-5176-49d1-9a36-24d62e9ce8ff,26,42,43,46,42,54,1,19,8
2401342a-7f05-4bf5-afca-c5771aa6f7cb,13,80,44,68,88,56,2,13,8
2401342a-7f05-4bf5-afca-c5771aa6f7cb,26,50,48,100,63,84,7,6,8
e2a45909-a2dd-42d5-aafa-ab7b51cbf9e5,13,40,63,53,75,71,9,19,6
e2a45909-a2dd-42d5-aafa-ab7b51cbf9e5,26,57,83,99,84,52,2,9,6
725656e3-55f3-4d50-a2fb-b984bab27bce,13,97,80,45,59,59,9,18,9
725656e3-55f3-4d50-a2fb-b984bab27bce,26,69,76,71,52,59,7,21,9
1ba827c6-c97a-44ad-81b4-55b859b9222c,13,78,63,90,83,74,9,8,8
1ba827c6-c97a-44ad-81b4-55b859b9222c,26,54,69,67,66,98,9,24,8
e271fff9-2a95-47f6-b817-0ebf6b6e64c5,13,58,57,73,57,81,4,5,4
e271fff9-2a95-47f6-b817-0ebf6b6e64c5,26,59,52,84,60,61,8,30,4
7abfcebf-d42c-41ae-99f7-38cb6016c743,13,56,52,90,76,54,3,18,10
7abfcebf-d42c-41ae-99f7-38cb6016c743,26,99,75,59,42,45,9,5,10
12de9e5a-7387-428a-a9a3-db6d39bfca38,13,54,63,66,52,44,7,10,9
12de9e5a-7387-428a-a9a3-db6d39bfca38,26,77,81,48,94,72,4,13,9
12fecc2b-1acf-42c5-b3a0-212042d943ee,13,94,73,66,89,82,8,18,0
12fecc2b-1acf-42c5-b3a0-212042d943ee,26,85,97,52,88,45,1,30,0
e5eb772d-f11c-4ac5-8c0b-393a13335bc9,13,75,60,77,60,40,8,17,9
e5eb772d-f11c-4ac5-8c0b-393a13335bc9,26,79,58,78,55,82,8,27,9
07ef2ba8-b45a-4ab3-bb94-a34de4aa786d,13,98,78,78,50,54,10,24,0
07ef2ba8-b45a-4ab3-bb94-a34de4aa786d,26,63,97,75,51,45,6,22,0
19ec0829-0db5-4441-a837-f4186f27c1b9,13,74,61,64,66,77,8,16,7
19ec0829-0db5-4441-a837-f4186f27c1b9,26,41,45,44,91,68,5,11,7
badf9397-ecf2-4429-b8d7-7d2f8dda4ff2,13,86,96,95,73,96,8,24,0
badf9397-ecf2-4429-b8d7-7d2f8dda4ff2,26,75,71,72,81,58,9,28,0
925f8199-6495-4d5f-8cb4-e891188df23b,13,53,67,44,78,100,10,11,0
925f8199-6495-4d5f-8cb4-e891188df23b,26,69,85,99,98,42,4,8,0
4b6797a1-166e-4fe3-ad77-959500fa0eb4,13,98,84,94,63,60,5,23,7
4b6797a1-166e-4fe3-ad77-959500fa0eb4,26,80,65,60,52,69,3,7,7
2bbba89d-34fa-4ee1-8696-9d4818d42238,13,52,87,74,53,69,4,12,0
2bbba89d-34fa-4ee1-8696-9d4818d42238,26,50,74,92,67,45,4,10,0
65c06b93-c8ed-4bdd-8ef0-3f801d91fe39,13,69,45,55,80,61,5,21,6
65c06b93-c8ed-4bdd-8ef0-3f801d91fe39,26,41,82,48,87,88,1,10,6
2f546033-6334-4a2a-8b4b-d7e7a4515ae0,13,44,95,99,78,43,4,16,4
2f546033-6334-4a2a-8b4b-d7e7a4515ae0,26,69,88,86,66,83,8,13,4
770e09db-7092-4401-8367-5d580b6c03c8,13,51,97,86,92,59,8,29,4
770e09db-7092-4401-8367-5d580b6c03c8,26,68,71,95,79,52,5,22,4
aadf3692-b24b-4b96-8092-7b7426b07ff6,13,73,76,74,81,80,3,24,2
aadf3692-b24b-4b96-8092-7b7426b07ff6,26,53,51,57,47,67,6,23,2
96f84ff7-c1a7-4883-b880-287869fb0763,13,96,70,67,88,77,10,22,8
96f84ff7-c1a7-4883-b880-287869fb0763,26,46,66,57,79,51,7,6,8
891778e8-f733-4094-ab2b-78b985c7f3be,13,85,41,56,72,61,3,26,4
891778e8-f733-4094-ab2b-78b985c7f3be,26,59,77,96,81,69,10,28,4
143665f5-4c81-4260-b9ec-533c3c53090e,13,92,99,62,61,75,9,18,7
143665f5-4c81-4260-b9ec-533c3c53090e,26,95,79,94,65,45,3,27,7
ccea5031-844e-450b-a684-390c923b7820,13,49,85,55,99,47,9,21,9
ccea5031-844e-450b-a684-390c923b7820,26,83,59,55,44,70,8,5,9
2c41cbd3-72f4-44ab-81d7-1f4af3025d16,13,86,58,50,41,71,9,8,9
2c41cbd3-72f4-44ab-81d7-1f4af3025d16,26,49,65,59,78,54,8,16,9
6c624c2c-0aec-4ec7-a04d-b9da31567f2a,13,76,65,59,72,42,1,5,7
6c624c2c-0aec-4ec7-a04d-b9da31567f2a,26,63,47,51,86,82,5,29,7
d5881c1c-25db-4946-a091-e5b4d2938e6e,13,40,97,91,56,42,7,18,1
d5881c1c-25db-4946-a091-e5b4d2938e6e,26,40,44,95,67,73,5,11,1
635a775d-1647-4e3f-9127-b207ceae1325,13,82,55,59,100,94,2,7,3
635a775d-1647-4e3f-9127-b207ceae1325,26,63,65,73,43,62,4,14,3
df9b7c1f-eacb-4f6d-b549-c9f9850a48d4,13,82,64,40,69,77,6,28,0
df9b7c1f-eacb-4f6d-b549-c9f9850a48d4,26,48,46,85,41,96,7,21,0
6a18e5af-1cce-48e9-ab6a-8061c81c8d31,13,82,48,80,85,85,5,5,5
6a18e5af-1cce-48e9-ab6a-8061c81c8d31,26,63,59,78,80,78,8,10,5
ecc817a6-19a6-480e-b08c-e6c2f6ff3521,13,97,47,57,78,84,9,9,1
ecc817a6-19a6-480e-b08c-e6c2f6ff3521,26,74,92,70,59,93,1,8,1
5807cf74-e150-4425-891f-4683de12dbf1,13,75,55,67,77,80,7,23,5
5807cf74-e150-4425-891f-4683de12dbf1,26,43,64,80,62,44,6,22,5
099759a3-7919-455c-9be4-f19f92701d60,13,53,75,99,73,89,6,9,2
099759a3-7919-455c-9be4-f19f92701d60,26,65,70,53,90,41,8,25,2
09eda6f5-66d7-4d97-b193-c8b8ae49c079,13,56,100,70,94,55,5,29,8
09eda6f5-66d7-4d97-b193-c8b8ae49c079,26,58,51,43,50,50,10,10,8
ebbbd763-79a7-463b-bee9-75da0c9e5550,13,96,91,61,97,78,4,14,0
ebbbd763-79a7-463b-bee9-75da0c9e5550,26,97,42,68,77,49,6,23,0
47c4cc51-4f9a-4f98-8d95-0273cb2cc805,13,43,86,74,72,86,3,18,3
47c4cc51-4f9a-4f98-8d95-0273cb2cc805,26,75,52,69,84,96,10,18,3
226716e3-3a5b-4ac5-9e70-3b72f8f58a26,13,52,96,63,60,79,5,23,2
226716e3-3a5b-4ac5-9e70-3b72f8f58a26,26,65,97,75,95,78,4,29,2
6ab19e15-ba92-492e-84f8-b53c52246d05,13,67,60,43,99,48,3,29,3
6ab19e15-ba92-492e-84f8-b53c52246d05,26,46,65,70,55,91,1,27,3
bdae8eff-683c-410e-92ef-a93be9d6bb7e,13,79,66,86,85,88,2,24,0
bdae8eff-683c-410e-92ef-a93be9d6bb7e,26,71,59,51,95,84,2,19,0
4fa5c35e-10cc-4604-a8b2-6b1bca9f1d59,13,62,66,82,62,80,6,8,3
4fa5c35e-10cc-4604-a8b2-6b1bca9f1d59,26,80,41,73,73,72,8,19,3
07692583-9194-421e-a11b-f0d486379f04,13,92,42,45,40,48,10,7,7
07692583-9194-421e-a11b-f0d486379f04,26,64,57,90,58,49,5,20,7
74d9d1f5-0877-4804-bfde-98140ec0ad4b,13,71,94,68,64,91,6,23,7
74d9d1f5-0877-4804-bfde-98140ec0ad4b,26,61,62,72,50,65,2,26,7
814ff657-76d7-4561-92d1-4ef55e4c4fd1,13,72,70,88,89,95,6,20,0
814ff657-76d7-4561-92d1-4ef55e4c4fd1,26,44,81,44,55,80,2,16,0
98133da1-7d21-40ad-9f59-fb4d3defa7ba,13,88,98,57,96,50,10,11,3
98133da1-7d21-40ad-9f59-fb4d3defa7ba,26,81,85,95,83,83,7,7,3
29dc073e-5820-43f2-9989-dd6c8d2434f9,13,81,94,78,99,64,9,5,3
29dc073e-5820-43f2-9989-dd6c8d2434f9,26,52,60,50,84,100,1,28,3
62f5f7c2-0706-4ec2-88fa-4e981723ecdb,13,88,45,84,65,80,9,30,5
62f5f7c2-0706-4ec2-88fa-4e981723ecdb,26,42,63,45,77,94,10,10,5
a5bab050-38aa-46df-9b6b-a39b36dd9529,13,45,92,58,78,75,8,5,0
a5bab050-38aa-46df-9b6b-a39b36dd9529,26,73,78,97,46,50,1,11,0
c7c1fb1b-dd58-431b-8522-26b983666636,13,59,46,82,60,50,6,12,3
c7c1fb1b-dd58-431b-8522-26b983666636,26,42,76,87,99,65,7,8,3
99e4704c-2c56-40cd-a5ba-247221df5609,13,47,64,97,77,73,9,8,0
99e4704c-2c56-40cd-a5ba-247221df5609,26,43,73,78,73,69,2,16,0
f78ee9e8-b676-491d-8e32-9b4bf168c605,13,54,67,87,79,86,5,21,4
f78ee9e8-b676-491d-8e32-9b4bf168c605,26,78,42,97,41,48,7,24,4
4082fcda-7580-44e9-9945-0186da018d29,13,53,94,83,68,97,3,25,8
4082fcda-7580-44e9-9945-0186da018d29,26,96,80,76,60,58,5,27,8
1a312044-95a0-4356-a5ab-c9ff9fa4a627,13,95,42,41,44,54,10,21,3
1a312044-95a0-4356-a5ab-c9ff9fa4a627,26,46,67,43,61,46,6,13,3
a5b83693-8fbb-4749-9fcd-859ed6e18109,13,61,69,83,41,75,5,28,3
a5b83693-8fbb-4749-9fcd-859ed6e18109,26,77,61,72,60,61,2,24,3
fd053963-5616-4f7e-9057-a0027b53359e,13,96,48,98,49,84,5,15,1
fd053963-5616-4f7e-9057-a0027b53359e,26,100,48,66,97,60,2,28,1
e4729be5-f3c2-444a-b60a-3dcca7f77451,13,69,93,64,49,88,9,16,1
e4729be5-f3c2-444a-b60a-3dcca7f77451,26,72,52,86,71,65,4,26,1
ce30a61d-0e88-48ec-a651-e3e13d846fc9,13,50,61,90,90,78,9,20,5
ce30a61d-0e88-48ec-a651-e3e13d846fc9,26,76,59,45,51,55,6,12,5
b8a60402-23d2-4b8d-ae46-024d51d05ef3,13,40,55,73,47,85,10,21,0
b8a60402-23d2-4b8d-ae46-024d51d05ef3,26,46,40,87,60,70,10,5,0
6365fc2a-6793-4b09-ab27-1effe82b5b36,13,77,100,99,49,97,3,20,0
6365fc2a-6793-4b09-ab27-1effe82b5b36,26,87,81,47,77,61,9,7,0
b9ff2c29-57d9-4bb0-b09e-47bad0e656e5,13,57,91,54,72,43,1,28,2
b9ff2c29-57d9-4bb0-b09e-47bad0e656e5,26,51,44,53,93,71,3,10,2
abff9286-f0cf-4d73-a812-1ef079c9c839,13,80,46,48,75,78,2,5,4
abff9286-f0cf-4d73-a812-1ef079c9c839,26,89,77,58,89,79,5,11,4
2e5eeb6a-8ee9-481a-a061-f65fa8596f8c,13,91,79,52,79,47,3,15,3
2e5eeb6a-8ee9-481a-a061-f65fa8596f8c,26,45,84,79,47,95,7,7,3
c34e9baf-8f1c-42cc-8eef-9fa8b9a5d4d0,13,50,89,88,84,50,9,23,7
c34e9baf-8f1c-42cc-8eef-9fa8b9a5d4d0,26,88,75,44,84,55,3,10,7
5af3da5a-38e5-4b27-96dc-5a6ea7890770,13,58,91,74,62,80,10,23,1
5af3da5a-38e5-4b27-96dc-5a6ea7890770,26,52,86,100,84,41,6,27,1
42b40281-5f26-4466-94d1-332ae3082ddc,13,100,67,100,57,58,8,19,0
42b40281-5f26-4466-94d1-332ae3082ddc,26,68,64,44,45,48,9,29,0
9565257b-a267-432f-9dcb-f4bc0dbdc5da,13,92,47,55,43,73,10,8,2
9565257b-a267-432f-9dcb-f4bc0dbdc5da,26,45,66,63,46,95,6,20,2
de14553b-1eac-41d9-801f-490931cd9f6e,13,78,64,82,70,53,9,6,5
de14553b-1eac-41d9-801f-490931cd9f6e,26,85,86,94,65,68,4,14,5
232a5e82-2699-4aab-9aaf-7529deeff82a,13,71,81,91,72,69,6,6,9
232a5e82-2699-4aab-9aaf-7529deeff82a,26,64,54,41,90,57,9,10,9
50fe8199-24aa-4685-b523-66cefc950bba,13,79,64,67,62,58,2,14,0
50fe8199-24aa-4685-b523-66cefc950bba,26,57,54,66,63,96,6,29,0
2d445af8-fc94-46b1-a18b-5d1555273407,13,69,70,55,71,51,7,14,5
2d445af8-fc94-46b1-a18b-5d1555273407,26,44,69,61,49,96,9,29,5
2b29bf36-c606-4dc4-82dd-901d359a1533,13,47,57,94,49,89,10,30,10
2b29bf36-c606-4dc4-82dd-901d359a1533,26,57,50,61,55,68,8,28,10
9d4e8b5d-2120-4fba-9689-e0b8c79ddb62,13,93,56,46,58,61,1,5,6
9d4e8b5d-2120-4fba-9689-e0b8c79ddb62,26,77,41,87,70,61,1,25,6
09a85dc5-0131-4f3b-a221-06707a36e788,13,65,99,40,42,43,2,7,4
09a85dc5-0131-4f3b-a221-06707a36e788,26,86,58,61,43,92,6,27,4
d54e7948-c1c0-45e3-927c-8f50e45a87e8,13,94,96,100,74,43,6,12,2
d54e7948-c1c0-45e3-927c-8f50e45a87e8,26,84,64,98,99,49,6,21,2
b18ad67d-39ec-4ca1-bfb2-df47bbcd6c18,13,75,90,84,86,89,9,6,10
b18ad67d-39ec-4ca1-bfb2-df47bbcd6c18,26,89,57,84,82,44,6,19,10
2ac1d5ca-4e5d-4f12-96b3-1f4a80daa8ca,13,73,44,85,78,69,4,15,1
2ac1d5ca-4e5d-4f12-96b3-1f4a80daa8ca,26,87,55,66,99,87,7,13,1
98abb2e7-8531-4f0f-ba53-312274b79620,13,47,94,60,91,77,8,16,9
98abb2e7-8531-4f0f-ba53-312274b79620,26,80,68,75,78,81,4,24,9
e6c11650-ff02-45b0-97bd-56c92240063b,13,41,67,56,69,63,7,13,2
e6c11650-ff02-45b0-97bd-56c92240063b,26,55,70,40,57,60,4,10,2
3a799efa-04e5-4bd5-a744-acd4cfdfc6f9,13,81,60,49,81,94,7,15,2
3a799efa-04e5-4bd5-a744-acd4cfdfc6f9,26,52,44,68,71,95,7,20,2
2b429596-812f-4a38-96f6-1c09059c1ba0,13,43,84,57,88,75,9,11,0
2b429596-812f-4a38-96f6-1c09059c1ba0,26,40,42,59,93,50,5,28,0
417b6634-a3ec-452c-a065-3245600c9c71,13,48,85,82,96,73,3,22,4
417b6634-a3ec-452c-a065-3245600c9c71,26,70,72,62,53,77,9,5,4
a750350e-1bad-42a8-a976-dc4d0c472187,13,48,70,93,40,75,1,12,1
a750350e-1bad-42a8-a976-dc4d0c472187,26,90,92,97,97,84,1,23,1
8c1ab2c7-1fa3-4d1f-a158-4f8871be94c3,13,82,83,98,67,83,9,7,5
8c1ab2c7-1fa3-4d1f-a158-4f8871be94c3,26,61,81,64,44,60,3,9,5
4d15f7d8-0261-487a-a15c-159aaf8ca888,13,81,76,83,95,42,7,23,8
4d15f7d8-0261-487a-a15c-159aaf8ca888,26,67,96,96,80,72,4,29,8
231d260b-b362-4d55-9b0a-da0b9f6facc1,13,81,41,49,74,93,8,12,4
231d260b-b362-4d55-9b0a-da0b9f6facc1,26,92,57,41,93,78,6,16,4
1d2fed2a-485f-4888-9e23-da4b9e21741f,13,59,73,79,77,55,6,20,0
1d2fed2a-485f-4888-9e23-da4b9e21741f,26,51,45,74,42,83,5,27,0
85ece729-d4dd-4b56-8353-91b2c72850c1,13,98,72,89,76,53,8,19,0
85ece729-d4dd-4b56-8353-91b2c72850c1,26,75,75,48,41,73,5,10,0
7f111a36-8c52-4271-8a16-7e18290e3e89,13,90,47,66,68,67,2,8,5
7f111a36-8c52-4271-8a16-7e18290e3e89,26,59,48,89,44,86,4,24,5
abf0263e-0343-4b64-80b3-700f3c088990,13,58,98,50,42,79,5,9,9
abf0263e-0343-4b64-80b3-700f3c088990,26,99,68,52,85,55,10,7,9
170fa87b-f30e-44fe-a62e-55597e7d9a19,13,67,73,40,86,90,6,5,7
170fa87b-f30e-44fe-a62e-55597e7d9a19,26,74,57,60,52,84,8,14,7
3b2d520b-a4f3-4185-8182-2509e79f9f3d,13,85,96,92,98,65,7,25,1
3b2d520b-a4f3-4185-8182-2509e79f9f3d,26,68,45,83,43,87,10,13,1
2cb941fc-d02c-45f9-998d-13a40cd20e43,13,84,100,86,40,77,8,12,4
2cb941fc-d02c-45f9-998d-13a40cd20e43,26,85,83,79,69,95,4,26,4
bd10f87c-6d0e-4597-900d-92a7ad409244,13,63,59,71,97,87,4,28,9
bd10f87c-6d0e-4597-900d-92a7ad409244,26,78,45,43,42,61,4,6,9
a9d1a28e-236d-4176-9a1c-96ae0279e2ab,13,52,88,66,71,43,2,27,0
a9d1a28e-236d-4176-9a1c-96ae0279e2ab,26,40,59,49,48,63,10,25,0
e0e3c5ce-44af-4cb7-9f2e-befcf480b91e,13,90,100,45,89,46,6,25,7
e0e3c5ce-44af-4cb7-9f2e-befcf480b91e,26,86,76,62,83,86,2,7,7
f659f188-6676-4c75-a699-5af51d24181c,13,74,94,81,53,83,4,30,2
f659f188-6676-4c75-a699-5af51d24181c,26,67,49,42,58,40,8,7,2
a61acd8e-6bf7-440f-8cc6-2fed7a6e43d0,13,67,97,85,77,72,1,18,0
a61acd8e-6bf7-440f-8cc6-2fed7a6e43d0,26,94,99,94,81,51,4,15,0
f1458426-fb48-4ded-8f03-7337b9f6143b,13,42,63,46,74,46,4,15,0
f1458426-fb48-4ded-8f03-7337b9f6143b,26,71,61,40,49,53,5,22,0
adab2c2f-91a6-46da-8d61-39887b90942f,13,75,63,72,96,83,5,8,0
adab2c2f-91a6-46da-8d61-39887b90942f,26,63,40,86,69,75,5,25,0
af390a9d-dcd1-4413-8760-801f9c81fc46,13,44,88,58,85,47,6,19,10
af390a9d-dcd1-4413-8760-801f9c81fc46,26,40,95,44,67,94,3,5,10
1ce97871-7cf5-4d5f-ab9f-33cb7bab1baa,13,84,83,61,69,70,9,26,2
1ce97871-7cf5-4d5f-ab9f-33cb7bab1baa,26,82,94,56,51,76,10,25,2
b45e9463-032a-49e0-9071-e5f0a7ac590c,13,85,95,89,42,48,6,7,1
b45e9463-032a-49e0-9071-e5f0a7ac590c,26,62,52,89,72,59,3,25,1
fa575cea-3957-4344-90a4-a421b9493906,13,83,46,91,86,94,6,10,10
fa575cea-3957-4344-90a4-a421b9493906,26,77,49,95,71,78,10,25,10
1861c9f3-9e44-498c-b359-390eb0309aaf,13,87,49,56,69,58,10,19,2
1861c9f3-9e44-498c-b359-390eb0309aaf,26,93,66,85,51,66,10,29,2
62874624-a433-4510-ad21-b4cca9e8f0d8,13,91,65,99,52,45,2,30,6
62874624-a433-4510-ad21-b4cca9e8f0d8,26,74,79,51,92,83,1,17,6
a4b5c723-02fb-4869-8df8-0b899ce7eed1,13,92,56,100,100,55,6,20,3
a4b5c723-02fb-4869-8df8-0b899ce7eed1,26,86,50,40,60,61,4,5,3
132a5e58-2a57-4880-9e92-05ea7eef09ab,13,88,75,66,75,75,1,5,0
132a5e58-2a57-4880-9e92-05ea7eef09ab,26,76,73,98,93,93,4,11,0
39034b65-81c6-4eeb-8ce3-c8c847354e4f,13,86,43,73,91,64,8,28,5
39034b65-81c6-4eeb-8ce3-c8c847354e4f,26,58,43,99,99,100,2,20,5
cd1f75a3-71b6-4ca1-b587-3920142e3df0,13,76,99,91,90,91,1,10,1
cd1f75a3-71b6-4ca1-b587-3920142e3df0,26,47,73,73,92,86,8,29,1
7f53dc0a-fb0d-4cda-9e63-926150e96888,13,59,93,42,82,64,6,16,0
7f53dc0a-fb0d-4cda-9e63-926150e96888,26,64,57,64,69,55,8,12,0
000b1f5e-8c91-4d13-8ea0-2346092c4801,13,78,96,58,74,87,7,17,2
000b1f5e-8c91-4d13-8ea0-2346092c4801,26,50,96,47,45,80,1,6,2
82226c16-e3de-4ec0-8dfa-21bea335b2c8,13,96,72,83,53,79,9,14,2
82226c16-e3de-4ec0-8dfa-21bea335b2c8,26,47,77,94,55,84,10,10,2
0de4faf4-d347-44cc-9d04-032d57423882,13,65,44,97,82,89,5,30,4
0de4faf4-d347-44cc-9d04-032d57423882,26,53,47,46,66,90,9,27,4
791f49f6-9996-4612-9ea8-7552c47566bf,13,95,91,85,41,89,3,20,8
791f49f6-9996-4612-9ea8-7552c47566bf,26,57,78,61,61,65,10,27,8
38c46b38-a8ae-47b9-8262-cad018f1a1e4,13,77,60,49,77,72,6,10,4
38c46b38-a8ae-47b9-8262-cad018f1a1e4,26,84,82,88,43,86,6,23,4
85a0d089-8c35-4321-8abf-6f5cccc7147f,13,70,58,46,85,49,7,12,0
85a0d089-8c35-4321-8abf-6f5cccc7147f,26,60,94,85,73,92,3,30,0
b783e1d5-d264-44b9-a3f4-7a557e0f60b2,13,82,40,90,50,98,9,15,6
b783e1d5-d264-44b9-a3f4-7a557e0f60b2,26,43,57,74,87,64,7,26,6
ee22a70b-1ee9-4260-b002-d8313227e8d8,13,76,74,84,88,59,8,10,9
ee22a70b-1ee9-4260-b002-d8313227e8d8,26,86,69,60,94,70,4,11,9
1b968925-5682-4038-b77f-69b930c9c51f,13,76,51,47,89,72,1,16,5
