Student_ID,Time_ID,Days_Attended,Days_Missed,Absence_Reason
28597b34-1725-42c7-9eb2-a7b8da3c45ca,8,25,5,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,9,28,2,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,10,28,2,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,11,18,12,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,12,1,29,None
28597b34-1725-42c7-9eb2-a7b8da3c45ca,13,27,3,None
28597b34-1725-42c7-9eb2-a7b8da3c45ca,14,28,2,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,15,3,27,Family Event
28597b34-1725-42c7-9eb2-a7b8da3c45ca,16,12,18,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,17,7,23,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,18,20,10,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,19,22,8,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,20,14,16,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,21,16,14,None
28597b34-1725-42c7-9eb2-a7b8da3c45ca,22,23,7,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,23,27,3,Family Event
28597b34-1725-42c7-9eb2-a7b8da3c45ca,24,24,6,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,25,13,17,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,26,11,19,Family Event
28597b34-1725-42c7-9eb2-a7b8da3c45ca,27,8,22,Family Event
28597b34-1725-42c7-9eb2-a7b8da3c45ca,28,20,10,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,29,26,4,Family Event
28597b34-1725-42c7-9eb2-a7b8da3c45ca,30,27,3,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,31,13,17,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,32,18,12,Illness
28597b34-1725-42c7-9eb2-a7b8da3c45ca,33,30,0,Family Event
28597b34-1725-42c7-9eb2-a7b8da3c45ca,34,25,5,None
28597b34-1725-42c7-9eb2-a7b8da3c45ca,35,11,19,Other
28597b34-1725-42c7-9eb2-a7b8da3c45ca,36,21,9,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,1,13,17,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,2,18,12,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,3,28,2,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,4,26,4,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,5,18,12,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,6,20,10,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,7,3,27,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,8,0,30,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,9,9,21,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,10,12,18,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,11,3,27,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,12,4,26,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,13,2,28,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,14,30,0,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,15,10,20,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,16,8,22,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,17,23,7,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,18,18,12,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,19,21,9,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,20,17,13,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,21,4,26,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,22,27,3,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,23,20,10,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,24,13,17,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,25,15,15,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,26,23,7,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,27,0,30,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,28,4,26,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,29,7,23,Other
d5ff2a1f-370b-4a29-8a53-0df99a72083c,30,8,22,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,31,6,24,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,32,6,24,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,33,26,4,None
d5ff2a1f-370b-4a29-8a53-0df99a72083c,34,0,30,Family Event
d5ff2a1f-370b-4a29-8a53-0df99a72083c,35,8,22,Illness
d5ff2a1f-370b-4a29-8a53-0df99a72083c,36,27,3,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,1,7,23,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,2,7,23,None
837217e0-6570-46ea-9b11-f51ff7e9101d,3,23,7,None
837217e0-6570-46ea-9b11-f51ff7e9101d,4,29,1,None
837217e0-6570-46ea-9b11-f51ff7e9101d,5,26,4,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,6,0,30,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,7,22,8,Other
837217e0-6570-46ea-9b11-f51ff7e9101d,8,22,8,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,9,21,9,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,10,30,0,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,11,19,11,Other
837217e0-6570-46ea-9b11-f51ff7e9101d,12,6,24,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,13,10,20,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,14,24,6,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,15,22,8,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,16,29,1,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,17,25,5,None
837217e0-6570-46ea-9b11-f51ff7e9101d,18,24,6,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,19,4,26,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,20,20,10,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,21,1,29,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,22,12,18,Other
837217e0-6570-46ea-9b11-f51ff7e9101d,23,4,26,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,24,16,14,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,25,6,24,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,26,7,23,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,27,26,4,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,28,27,3,Other
837217e0-6570-46ea-9b11-f51ff7e9101d,29,17,13,None
837217e0-6570-46ea-9b11-f51ff7e9101d,30,1,29,Other
837217e0-6570-46ea-9b11-f51ff7e9101d,31,17,13,None
837217e0-6570-46ea-9b11-f51ff7e9101d,32,30,0,Family Event
837217e0-6570-46ea-9b11-f51ff7e9101d,33,26,4,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,34,6,24,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,35,13,17,Illness
837217e0-6570-46ea-9b11-f51ff7e9101d,36,1,29,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,1,0,30,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,2,1,29,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,3,12,18,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,4,15,15,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,5,2,28,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,6,4,26,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,7,19,11,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,8,0,30,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,9,2,28,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,10,27,3,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,11,21,9,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,12,17,13,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,13,27,3,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,14,8,22,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,15,1,29,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,16,2,28,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,17,30,0,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,18,8,22,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,19,23,7,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,20,23,7,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,21,25,5,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,22,5,25,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,23,24,6,Family Event
67863fb3-f3bc-4a71-87f4-fee52c82989f,24,0,30,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,25,22,8,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,26,17,13,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,27,14,16,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,28,25,5,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,29,22,8,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,30,15,15,None
67863fb3-f3bc-4a71-87f4-fee52c82989f,31,1,29,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,32,10,20,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,33,14,16,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,34,4,26,Other
67863fb3-f3bc-4a71-87f4-fee52c82989f,35,4,26,Illness
67863fb3-f3bc-4a71-87f4-fee52c82989f,36,4,26,None
cdcc2d6a-1a16-498c-b648-776e183fea70,1,30,0,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,2,30,0,None
cdcc2d6a-1a16-498c-b648-776e183fea70,3,14,16,Family Event
cdcc2d6a-1a16-498c-b648-776e183fea70,4,8,22,Illness
cdcc2d6a-1a16-498c-b648-776e183fea70,5,22,8,Family Event
cdcc2d6a-1a16-498c-b648-776e183fea70,6,14,16,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,7,13,17,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,8,7,23,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,9,27,3,Illness
cdcc2d6a-1a16-498c-b648-776e183fea70,10,14,16,Illness
cdcc2d6a-1a16-498c-b648-776e183fea70,11,9,21,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,12,1,29,None
cdcc2d6a-1a16-498c-b648-776e183fea70,13,12,18,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,14,14,16,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,15,29,1,Family Event
cdcc2d6a-1a16-498c-b648-776e183fea70,16,7,23,None
cdcc2d6a-1a16-498c-b648-776e183fea70,17,11,19,None
cdcc2d6a-1a16-498c-b648-776e183fea70,18,11,19,Illness
cdcc2d6a-1a16-498c-b648-776e183fea70,19,9,21,None
cdcc2d6a-1a16-498c-b648-776e183fea70,20,5,25,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,21,11,19,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,22,17,13,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,23,1,29,Illness
cdcc2d6a-1a16-498c-b648-776e183fea70,24,21,9,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,25,2,28,Family Event
cdcc2d6a-1a16-498c-b648-776e183fea70,26,26,4,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,27,27,3,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,28,22,8,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,29,19,11,Family Event
cdcc2d6a-1a16-498c-b648-776e183fea70,30,7,23,None
cdcc2d6a-1a16-498c-b648-776e183fea70,31,11,19,Illness
cdcc2d6a-1a16-498c-b648-776e183fea70,32,8,22,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,33,15,15,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,34,22,8,Family Event
cdcc2d6a-1a16-498c-b648-776e183fea70,35,27,3,Other
cdcc2d6a-1a16-498c-b648-776e183fea70,36,6,24,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,1,19,11,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,2,9,21,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,3,2,28,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,4,21,9,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,5,19,11,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,6,19,11,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,7,25,5,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,8,9,21,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,9,7,23,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,10,25,5,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,11,26,4,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,12,27,3,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,13,18,12,Family Event
21768dd7-38e7-4019-bb89-86c8c7ecfe71,14,20,10,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,15,22,8,Family Event
21768dd7-38e7-4019-bb89-86c8c7ecfe71,16,13,17,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,17,14,16,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,18,14,16,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,19,17,13,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,20,22,8,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,21,6,24,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,22,14,16,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,23,3,27,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,24,25,5,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,25,12,18,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,26,25,5,Family Event
21768dd7-38e7-4019-bb89-86c8c7ecfe71,27,15,15,Family Event
21768dd7-38e7-4019-bb89-86c8c7ecfe71,28,19,11,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,29,13,17,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,30,16,14,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,31,25,5,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,32,18,12,Other
21768dd7-38e7-4019-bb89-86c8c7ecfe71,33,1,29,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,34,17,13,Illness
21768dd7-38e7-4019-bb89-86c8c7ecfe71,35,6,24,None
21768dd7-38e7-4019-bb89-86c8c7ecfe71,36,15,15,None
95132c22-1583-4b99-a50a-13dcf004e897,1,29,1,None
95132c22-1583-4b99-a50a-13dcf004e897,2,23,7,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,3,2,28,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,4,14,16,None
95132c22-1583-4b99-a50a-13dcf004e897,5,18,12,Illness
95132c22-1583-4b99-a50a-13dcf004e897,6,30,0,None
95132c22-1583-4b99-a50a-13dcf004e897,7,20,10,Other
95132c22-1583-4b99-a50a-13dcf004e897,8,24,6,None
95132c22-1583-4b99-a50a-13dcf004e897,9,21,9,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,10,24,6,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,11,5,25,None
95132c22-1583-4b99-a50a-13dcf004e897,12,25,5,Other
95132c22-1583-4b99-a50a-13dcf004e897,13,18,12,Illness
95132c22-1583-4b99-a50a-13dcf004e897,14,7,23,Other
95132c22-1583-4b99-a50a-13dcf004e897,15,5,25,Other
95132c22-1583-4b99-a50a-13dcf004e897,16,29,1,Other
95132c22-1583-4b99-a50a-13dcf004e897,17,15,15,Other
95132c22-1583-4b99-a50a-13dcf004e897,18,14,16,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,19,3,27,Other
95132c22-1583-4b99-a50a-13dcf004e897,20,29,1,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,21,2,28,None
95132c22-1583-4b99-a50a-13dcf004e897,22,11,19,Illness
95132c22-1583-4b99-a50a-13dcf004e897,23,0,30,Illness
95132c22-1583-4b99-a50a-13dcf004e897,24,14,16,None
95132c22-1583-4b99-a50a-13dcf004e897,25,20,10,Family Event
95132c22-1583-4b99-a50a-13dcf004e897,26,20,10,None
95132c22-1583-4b99-a50a-13dcf004e897,27,19,11,Illness
95132c22-1583-4b99-a50a-13dcf004e897,28,15,15,Other
95132c22-1583-4b99-a50a-13dcf004e897,29,26,4,None
95132c22-1583-4b99-a50a-13dcf004e897,30,22,8,None
95132c22-1583-4b99-a50a-13dcf004e897,31,23,7,Other
95132c22-1583-4b99-a50a-13dcf004e897,32,0,30,None
95132c22-1583-4b99-a50a-13dcf004e897,33,6,24,Illness
95132c22-1583-4b99-a50a-13dcf004e897,34,5,25,Illness
95132c22-1583-4b99-a50a-13dcf004e897,35,27,3,Illness
95132c22-1583-4b99-a50a-13dcf004e897,36,21,9,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,1,19,11,None
e709fba6-329f-4417-9081-3d45ff45f8a2,2,24,6,Other
e709fba6-329f-4417-9081-3d45ff45f8a2,3,18,12,Illness
e709fba6-329f-4417-9081-3d45ff45f8a2,4,29,1,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,5,4,26,Other
e709fba6-329f-4417-9081-3d45ff45f8a2,6,4,26,None
e709fba6-329f-4417-9081-3d45ff45f8a2,7,25,5,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,8,22,8,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,9,9,21,Illness
e709fba6-329f-4417-9081-3d45ff45f8a2,10,10,20,None
e709fba6-329f-4417-9081-3d45ff45f8a2,11,30,0,None
e709fba6-329f-4417-9081-3d45ff45f8a2,12,12,18,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,13,6,24,Other
e709fba6-329f-4417-9081-3d45ff45f8a2,14,24,6,None
e709fba6-329f-4417-9081-3d45ff45f8a2,15,6,24,None
e709fba6-329f-4417-9081-3d45ff45f8a2,16,22,8,None
e709fba6-329f-4417-9081-3d45ff45f8a2,17,15,15,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,18,28,2,Family Event
e709fba6-329f-4417-9081-3d45ff45f8a2,19,6,24,Illness
e709fba6-329f-4417-9081-3d45ff45f8a2,20,3,27,Other
e709fba6-329f-4417-9081-3d45ff45f8a2,21,26,4,Illness
e709fba6-329f-4417-9081-3d45ff45f8a2,22,19,11,Illness
e709fba6-329f-4417-9081-3d45ff45f8a2,23,2,28,None
